"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"74","Matt Murray","PIT","49","2212.8666666667","1112","1039","73","0.934","1.98","12.24","82.22","309","268","41","0.867","1.11","10.84","264","242","22","0.917","0.60","-0.54","489","480","9","0.982","0.24","4.84","44","129","34.78","21.00"
"35","James Reimer","FLA","43","1836.95","984","918","66","0.933","2.16","9.43","70.61","263","224","39","0.852","1.27","5.12","249","235","14","0.944","0.46","6.24","451","438","13","0.971","0.42","-0.24","41","93","35.32","22.80"
"51","Anders Nilsson","BUF","26","1214.9166666667","656","612","44","0.933","2.17","6.29","49.77","180","154","26","0.856","1.28","4.20","157","144","13","0.917","0.64","-0.24","309","305","4","0.987","0.20","4.74","46","65","34.74","22.32"
"88","Antti Raanta","NYR","30","1286.7833333333","628","586","42","0.933","1.96","6.14","47.64","172","148","24","0.860","1.12","4.85","172","160","12","0.930","0.56","1.98","261","255","6","0.977","0.28","1.39","20","53","34.04","19.69"
"19","Devan Dubnyk","MIN","65","3076.3","1473","1371","102","0.931","1.99","10.91","91.16","285","240","45","0.842","0.88","2.81","371","332","39","0.895","0.76","-8.84","771","753","18","0.977","0.35","3.82","52","106","38.06","23.10"
"14","Corey Crawford","CHI","55","2647.4833333333","1327","1234","93","0.930","2.11","8.72","99.06","363","312","51","0.860","1.16","9.90","325","301","24","0.926","0.54","2.42","601","583","18","0.970","0.41","-0.99","50","129","33.65","22.49"
"67","Keith Kinkaid","N.J","26","1147.4166666667","586","545","41","0.930","2.14","3.92","41.96","154","124","30","0.805","1.57","-4.17","142","133","9","0.937","0.47","2.54","275","273","2","0.993","0.10","5.78","21","48","36.76","20.49"
"68","Laurent Brossoit","EDM","8","267","128","119","9","0.930","2.02","0.81","9.11","40","34","6","0.850","1.35","0.71","30","28","2","0.933","0.45","0.44","54","53","1","0.981","0.22","0.53","4","7","34.34","21.11"
"24","Pekka Rinne","NSH","61","2813.5333333333","1371","1274","97","0.929","2.07","8.09","90.69","281","224","57","0.797","1.22","-9.86","366","342","24","0.934","0.51","5.75","679","663","16","0.976","0.34","3.21","63","112","35.77","20.94"
"31","Alex Stalock","MIN","2","100.65","42","39","3","0.929","1.79","0.22","2.73","10","8","2","0.800","1.19","-0.32","9","9","0","1.000","0.00","0.73","23","22","1","0.957","0.60","-0.35","1","2","35.79","21.67"
"57","Cam Talbot","EDM","73","3465.9","1675","1556","119","0.929","2.06","9.40","132.22","477","401","76","0.841","1.32","4.02","457","429","28","0.939","0.48","9.15","685","672","13","0.981","0.23","6.38","80","162","33.55","21.65"
"82","Linus Ullmark","BUF","1","50.733333333333","28","26","2","0.929","2.37","0.15","2.09","8","7","1","0.875","1.18","0.34","8","8","0","1.000","0.00","0.65","12","11","1","0.917","1.18","-0.66","1","4","34.14","19.50"
"3","Ryan Miller","VAN","54","2678.1333333333","1415","1311","104","0.927","2.33","4.47","101.54","388","322","66","0.830","1.48","-0.91","396","377","19","0.952","0.43","13.19","587","569","18","0.969","0.40","-1.39","50","120","34.74","25.02"
"28","Jonathan Quick","L.A","17","755.61666666667","342","317","25","0.927","1.99","1.22","29.4","89","74","15","0.831","1.19","-0.07","105","100","5","0.952","0.40","3.53","136","131","5","0.963","0.40","-1.15","18","46","33.37","19.16"
"52","Robin Lehner","BUF","59","2764.4166666667","1503","1394","109","0.927","2.37","6.21","100.27","323","258","65","0.799","1.41","-10.81","348","324","24","0.931","0.52","4.29","801","781","20","0.975","0.43","2.66","85","111","38.05","20.34"
"66","Frederik Andersen","TOR","66","3047.9","1609","1492","117","0.927","2.30","6.34","120.53","394","333","61","0.845","1.20","5.10","420","387","33","0.921","0.65","1.14","745","722","23","0.969","0.45","-1.92","70","126","36.61","22.38"
"91","Juuse Saros","NSH","21","963.78333333333","493","457","36","0.927","2.24","1.79","38.17","129","107","22","0.829","1.37","-0.36","112","102","10","0.911","0.62","-0.90","238","234","4","0.983","0.25","2.73","20","42","34.86","20.75"
"6","Peter Budaj","L.A","53","2422.2833333333","1010","935","75","0.926","1.86","2.42","75.93","237","190","47","0.802","1.16","-7.24","293","274","19","0.935","0.47","4.82","436","427","9","0.979","0.22","3.34","52","78","35.28","20.36"
"70","Magnus Hellberg","NYR","2","73.533333333333","27","25","2","0.926","1.63","0.07","2.66","8","6","2","0.750","1.63","-0.66","5","5","0","1.000","0.00","0.41","13","13","0","1.000","0.00","0.37","0","4","33.56","10.00"
"8","Mike Smith","ARI","55","2571.2","1460","1351","109","0.925","2.54","2.92","112.82","401","344","57","0.858","1.33","10.27","374","342","32","0.914","0.75","-1.60","648","628","20","0.969","0.47","-1.66","49","144","33.17","20.96"
"9","Kari Lehtonen","DAL","59","2599.1666666667","1240","1147","93","0.925","2.15","2.05","101.02","345","289","56","0.838","1.29","1.88","330","307","23","0.930","0.53","3.82","529","515","14","0.974","0.32","0.97","53","145","33.56","21.06"
"15","Jimmy Howard","DET","26","1114","534","494","40","0.925","2.15","0.93","38.7","146","124","22","0.849","1.18","2.49","119","112","7","0.941","0.38","2.67","246","235","11","0.955","0.59","-4.04","31","46","35.44","23.75"
"29","Ben Bishop","L.A","7","320.58333333333","133","123","10","0.925","1.87","0.20","10.12","34","26","8","0.765","1.50","-2.30","41","39","2","0.951","0.37","1.33","55","55","0","1.000","0.00","1.56","5","14","33.83","16.80"
"46","Jake Allen","STL","61","2744.9833333333","1273","1177","96","0.925","2.10","1.58","88.04","284","233","51","0.820","1.11","-3.36","366","335","31","0.915","0.68","-1.25","584","570","14","0.976","0.31","2.52","50","99","34.92","22.88"
"30","Ben Bishop","T.B","32","1417.6833333333","675","624","51","0.924","2.16","0.74","49.37","189","165","24","0.873","1.02","7.71","179","161","18","0.899","0.76","-3.45","289","281","8","0.972","0.34","0.18","36","55","35.61","25.04"
"73","Andrei Vasilevskiy","T.B","50","2249.8","1128","1042","86","0.924","2.29","0.47","76.02","292","247","45","0.846","1.20","3.99","293","277","16","0.945","0.43","7.82","517","492","25","0.952","0.67","-10.37","66","74","36.05","26.09"
"11","Curtis McElhinney","TOR","14","620.21666666667","323","298","25","0.923","2.42","-0.24","23.79","76","62","14","0.816","1.35","-1.25","76","70","6","0.921","0.58","0.18","161","156","5","0.969","0.48","-0.44","13","33","35.32","20.76"
"37","Jonathan Bernier","ANA","39","1563.1833333333","736","679","57","0.923","2.19","-0.58","56.96","194","166","28","0.856","1.07","4.55","188","166","22","0.883","0.84","-6.72","332","325","7","0.979","0.27","2.39","40","69","34.60","23.51"
"17","Brian Elliott","CGY","49","2223.1833333333","1014","935","79","0.922","2.13","-1.27","75.71","273","223","50","0.817","1.35","-4.20","240","220","20","0.917","0.54","-0.49","472","464","8","0.983","0.22","5.36","54","90","35.12","22.91"
"20","Cory Schneider","N.J","60","2780.55","1391","1283","108","0.922","2.33","-1.37","94.85","307","264","43","0.860","0.93","8.50","376","331","45","0.880","0.97","-14.44","670","650","20","0.970","0.43","-1.04","42","89","35.17","23.48"
"63","Louis Domingue","ARI","31","1281.3666666667","695","641","54","0.922","2.53","-0.73","50.86","173","151","22","0.873","1.03","7.02","172","152","20","0.884","0.94","-6.02","329","317","12","0.964","0.56","-2.69","17","71","35.66","26.11"
"7","Peter Budaj","T.B","7","226.73333333333","101","93","8","0.921","2.12","-0.26","7.82","29","24","5","0.828","1.32","-0.13","20","18","2","0.900","0.53","-0.37","49","48","1","0.980","0.26","0.39","5","11","35.05","24.38"
"18","Al Montoya","MTL","19","920.75","453","417","36","0.921","2.35","-1.28","30.94","107","94","13","0.879","0.85","4.95","115","101","14","0.878","0.91","-4.65","216","207","9","0.958","0.59","-2.89","13","39","35.58","26.56"
"22","Thomas Greiss","NYI","51","2321.75","1176","1083","93","0.921","2.40","-2.85","96.42","355","303","52","0.854","1.34","7.55","321","292","29","0.910","0.75","-2.91","464","453","11","0.976","0.28","2.13","52","101","33.71","21.53"
"26","Tuukka Rask","BOS","65","2885.1333333333","1258","1158","100","0.921","2.08","-3.57","90.95","309","248","61","0.803","1.27","-9.16","305","283","22","0.928","0.46","2.79","591","575","16","0.973","0.33","0.72","69","110","37.26","23.07"
"41","Richard Bachman","VAN","5","249.4","139","128","11","0.921","2.65","-0.35","12.27","45","39","6","0.867","1.44","1.55","46","42","4","0.913","0.96","-0.26","46","45","1","0.978","0.24","0.30","11","12","31.60","21.73"
"56","Carter Hutton","STL","30","1147.6333333333","507","467","40","0.921","2.09","-1.14","37.67","134","111","23","0.828","1.20","-0.52","148","138","10","0.932","0.52","2.03","210","203","7","0.967","0.37","-1.06","14","43","34.32","23.13"
"58","Eddie Lack","CAR","20","897.71666666667","415","382","33","0.920","2.21","-1.19","29.88","97","82","15","0.845","1.00","1.27","98","89","9","0.908","0.60","-1.03","203","194","9","0.956","0.60","-3.26","23","40","34.90","21.12"
"16","Jaroslav Halak","NYI","28","1262.95","664","610","54","0.919","2.57","-3.10","51.73","181","148","33","0.818","1.57","-2.64","178","170","8","0.955","0.38","6.47","279","266","13","0.953","0.62","-5.11","31","50","34.30","20.98"
"45","Jacob Markstrom","VAN","26","1122.85","531","488","43","0.919","2.30","-2.30","39.21","148","122","26","0.824","1.39","-1.17","146","135","11","0.925","0.59","0.87","222","216","6","0.973","0.32","0.28","17","52","32.56","24.47"
"86","Mike Condon","OTT","40","1798.0833333333","842","774","68","0.919","2.27","-3.46","64.46","208","170","38","0.817","1.27","-3.11","221","203","18","0.919","0.60","-0.04","385","373","12","0.969","0.40","-1.11","37","87","36.16","23.46"
"5","Henrik Lundqvist","NYR","57","2649.3166666667","1346","1236","110","0.918","2.49","-6.82","103.46","385","319","66","0.829","1.49","-1.41","294","272","22","0.925","0.50","1.90","619","598","21","0.966","0.48","-3.49","57","117","34.70","23.95"
"33","Steve Mason","PHI","58","2524.65","1227","1126","101","0.918","2.40","-6.94","88.58","273","217","56","0.795","1.33","-10.20","290","260","30","0.897","0.71","-6.43","606","591","15","0.975","0.36","2.15","57","128","36.64","20.89"
"13","Marc-Andre Fleury","PIT","38","1661.7833333333","903","828","75","0.917","2.71","-5.78","68.51","249","208","41","0.835","1.48","0.77","239","214","25","0.895","0.90","-5.57","384","375","9","0.977","0.32","1.87","36","97","33.16","21.11"
"50","Martin Jones","S.J","65","3057.9","1346","1234","112","0.917","2.20","-8.82","109","391","327","64","0.836","1.26","1.59","347","315","32","0.908","0.63","-3.80","546","531","15","0.973","0.29","0.45","72","121","34.59","23.38"
"64","Petr Mrazek","DET","50","2290.8333333333","1142","1047","95","0.917","2.49","-7.46","84.37","312","261","51","0.837","1.34","1.34","278","253","25","0.910","0.65","-2.40","512","495","17","0.967","0.45","-2.51","34","87","34.14","25.40"
"79","Connor Hellebuyck","WPG","56","2376.9333333333","1205","1105","100","0.917","2.52","-7.63","83.76","271","220","51","0.812","1.29","-5.54","303","274","29","0.904","0.73","-4.37","585","566","19","0.968","0.48","-2.45","44","101","35.75","21.28"
"92","Tristan Jarry","PIT","1","58.316666666667","24","22","2","0.917","2.06","-0.16","2.25","9","8","1","0.889","1.03","0.51","5","4","1","0.800","1.03","-0.59","10","10","0","1.000","0.00","0.28","0","0","29.67","28.00"
"1","Roberto Luongo","FLA","40","1805.05","940","860","80","0.915","2.66","-7.94","64.36","224","177","47","0.790","1.56","-9.42","228","213","15","0.934","0.50","3.53","453","435","18","0.960","0.60","-5.18","41","91","36.20","20.75"
"32","Chad Johnson","CGY","36","1582.7333333333","757","693","64","0.915","2.43","-5.97","58.87","193","159","34","0.824","1.29","-1.62","209","190","19","0.909","0.72","-2.01","327","316","11","0.966","0.42","-1.75","36","73","34.34","21.92"
"12","Cam Ward","CAR","61","2974.5833333333","1444","1318","126","0.913","2.54","-15.31","109.22","358","287","71","0.802","1.43","-10.94","329","297","32","0.903","0.65","-5.26","712","689","23","0.968","0.46","-2.85","35","151","35.23","21.01"
"47","Michael Hutchinson","WPG","28","1091.8833333333","519","474","45","0.913","2.47","-5.22","36.44","117","92","25","0.786","1.37","-5.37","154","142","12","0.922","0.66","0.52","231","223","8","0.965","0.44","-1.46","25","43","35.01","22.18"
"60","Calvin Pickard","COL","50","2250.15","1184","1081","103","0.913","2.75","-12.24","77.95","269","217","52","0.807","1.39","-6.87","261","230","31","0.881","0.83","-9.79","612","592","20","0.967","0.53","-2.68","38","96","38.01","21.57"
"54","Darcy Kuemper","MIN","18","876.55","476","433","43","0.910","2.94","-6.51","30.81","101","85","16","0.842","1.10","0.94","114","100","14","0.877","0.96","-4.73","247","234","13","0.947","0.89","-6.01","23","43","38.27","27.05"
"27","Ondrej Pavelec","WPG","8","370.13333333333","186","169","17","0.909","2.76","-2.74","13.99","54","45","9","0.833","1.46","0.06","50","44","6","0.880","0.97","-1.94","73","71","2","0.973","0.32","0.07","9","17","33.41","19.29"
"44","Antti Niemi","DAL","37","1371.1666666667","669","608","61","0.909","2.67","-9.72","53.03","161","126","35","0.783","1.53","-7.99","173","153","20","0.884","0.88","-5.94","311","305","6","0.981","0.26","2.80","23","78","35.40","20.75"
"77","Joonas Korpisalo","CBJ","14","653.73333333333","326","296","30","0.908","2.75","-5.01","26.13","83","65","18","0.783","1.65","-4.08","98","94","4","0.959","0.37","3.97","135","128","7","0.948","0.64","-3.18","21","28","35.00","26.37"
"23","Anton Khudobin","BOS","16","685.05","311","282","29","0.907","2.54","-5.16","25.25","98","79","19","0.806","1.66","-2.56","74","66","8","0.892","0.70","-1.99","127","126","1","0.992","0.09","2.59","18","37","34.42","22.31"
"85","Jared Coreau","DET","14","568.3","278","251","27","0.903","2.85","-5.69","20.51","60","48","12","0.800","1.27","-1.93","80","72","8","0.900","0.84","-1.50","125","119","6","0.952","0.63","-2.46","12","21","36.66","30.63"
"39","Semyon Varlamov","COL","24","1050.7666666667","570","514","56","0.902","3.20","-12.31","40.05","148","117","31","0.791","1.77","-6.17","134","117","17","0.873","0.97","-6.11","279","271","8","0.971","0.46","-0.11","29","57","35.66","21.48"
"40","Michal Neuvirth","PHI","28","1094.25","470","424","46","0.902","2.52","-9.97","35.85","132","107","25","0.811","1.37","-2.86","119","109","10","0.916","0.55","-0.33","196","185","11","0.944","0.60","-5.45","26","47","34.68","25.59"
"53","Jean-Francois Berube","NYI","14","447.56666666667","234","211","23","0.902","3.08","-5.06","14.16","49","38","11","0.776","1.47","-2.78","69","64","5","0.928","0.67","0.61","110","103","7","0.936","0.94","-3.89","11","12","37.65","27.57"
"42","Jeremy Smith","COL","10","471.06666666667","243","219","24","0.901","3.06","-5.37","18.47","63","44","19","0.698","2.42","-8.43","57","53","4","0.930","0.51","0.63","111","110","1","0.991","0.13","2.14","9","24","36.23","16.42"
"95","Pheonix Copley","STL","1","45.9","20","18","2","0.900","2.61","-0.47","2.19","10","8","2","0.800","2.61","-0.32","5","5","0","1.000","0.00","0.41","3","3","0","1.000","0.00","0.08","0","3","30.75","8.50"
"55","Jonas Gustavsson","EDM","7","277.2","119","107","12","0.899","2.60","-2.88","8.79","30","24","6","0.800","1.30","-0.97","35","32","3","0.914","0.65","-0.16","51","48","3","0.941","0.65","-1.56","2","10","34.31","26.08"
"93","Eric Comrie","WPG","1","52.933333333333","37","33","4","0.892","4.53","-1.16","3.69","13","10","3","0.769","3.40","-0.82","10","10","0","1.000","0.00","0.81","13","12","1","0.923","1.13","-0.63","2","4","31.24","14.50"
"69","Anton Forsberg","CBJ","1","47.483333333333","25","22","3","0.880","3.79","-1.08","2","5","3","2","0.600","2.53","-1.16","7","6","1","0.857","1.26","-0.43","13","13","0","1.000","0.00","0.37","3","2","39.24","14.00"
"34","Reto Berra","FLA","7","253.08333333333","116","102","14","0.879","3.32","-5.11","10.36","30","23","7","0.767","1.66","-1.97","32","28","4","0.875","0.95","-1.40","53","50","3","0.943","0.71","-1.50","6","17","34.19","25.79"
"38","Jeff Zatkoff","L.A","13","461.18333333333","186","163","23","0.876","2.99","-8.74","12.6","46","34","12","0.739","1.56","-4.28","47","37","10","0.787","1.30","-6.18","87","86","1","0.989","0.13","1.46","5","12","34.00","20.22"
"94","Spencer Martin","COL","3","150.1","75","65","10","0.867","4.00","-4.25","5.4","23","17","6","0.739","2.40","-2.14","15","13","2","0.867","0.80","-0.78","36","34","2","0.944","0.80","-0.98","0","6","37.75","34.60"
"81","Marek Mazanec","NSH","4","154.11666666667","67","58","9","0.866","3.50","-3.86","5.19","19","13","6","0.684","2.34","-2.81","18","15","3","0.833","1.17","-1.54","26","26","0","1.000","0.00","0.74","5","5","38.99","18.56"
"65","Zane McIntyre","BOS","8","272.08333333333","118","102","16","0.864","3.53","-6.95","8.42","33","21","12","0.636","2.65","-6.46","19","17","2","0.895","0.44","-0.46","63","61","2","0.968","0.44","-0.22","5","9","33.30","14.94"
"84","Andrew Hammond","OTT","6","147.91666666667","71","61","10","0.859","4.06","-4.56","6.1","27","23","4","0.852","1.62","0.53","12","9","3","0.750","1.22","-2.02","31","28","3","0.903","1.22","-2.12","1","4","33.94","29.50"
"72","Malcolm Subban","BOS","1","26.516666666667","14","12","2","0.857","4.53","-0.93","1.02","3","2","1","0.667","2.26","-0.50","6","5","1","0.833","2.26","-0.51","4","4","0","1.000","0.00","0.11","1","1","40.21","30.00"
"36","Jhonas Enroth","TOR","6","219.26666666667","116","99","17","0.853","4.65","-8.11","7.51","25","18","7","0.720","1.92","-2.81","31","24","7","0.774","1.92","-4.48","55","52","3","0.945","0.82","-1.44","2","11","33.88","21.29"
"4","Michael Leighton","CAR","4","171.21666666667","71","60","11","0.845","3.85","-5.56","6.86","25","18","7","0.720","2.45","-2.81","13","10","3","0.769","1.05","-1.94","31","30","1","0.968","0.35","-0.12","3","10","30.80","17.45"
"76","Chris Driedger","OTT","1","32.216666666667","14","10","4","0.714","7.45","-2.93","1.37","5","4","1","0.800","1.86","-0.16","5","3","2","0.600","3.72","-1.59","4","3","1","0.750","1.86","-0.89","1","2","30.71","34.00"
"97","Jorge Alves","CAR","1","0.13333333333333","0","0","0","-","0.00","0.00","0","0","0","0","-","0.00","0.00","0","0","0","-","0.00","0.00","0","0","0","-","0.00","0.00","0","0","-","-"
