"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"3","Ryan Miller","VAN","51","2426.6","1267","1178","89","0.930","2.20","5.99","94.77","345","289","56","0.838","1.38","1.17","388","365","23","0.941","0.57","6.82","498","488","10","0.980","0.25","3.50","52","90","33.28","20.09"
"19","Cory Schneider","N.J","58","2658.3","1178","1095","83","0.930","1.87","5.32","87.67","291","250","41","0.859","0.93","7.22","296","273","23","0.922","0.52","-0.25","549","531","18","0.967","0.41","-3.12","48","96","35.92","24.95"
"28","Ben Bishop","T.B","61","2817.6166666667","1282","1192","90","0.930","1.92","6.12","88.65","322","269","53","0.835","1.13","0.36","338","315","23","0.932","0.49","2.98","578","565","13","0.978","0.28","2.66","54","98","37.23","24.69"
"40","Michal Neuvirth","PHI","32","1403.7","674","627","47","0.930","2.01","3.53","49.54","155","128","27","0.826","1.15","-1.32","164","151","13","0.921","0.56","-0.40","329","322","7","0.979","0.30","1.92","26","77","36.27","19.55"
"69","Frederik Andersen","ANA","43","1787.9166666667","824","766","58","0.930","1.95","3.78","59.81","211","181","30","0.858","1.01","4.96","203","189","14","0.931","0.47","1.60","367","354","13","0.965","0.44","-3.05","38","64","35.92","25.64"
"54","Robin Lehner","BUF","21","902.46666666667","495","460","35","0.929","2.33","2.11","32.9","107","86","21","0.804","1.40","-3.27","87","83","4","0.954","0.27","2.69","281","271","10","0.964","0.66","-2.38","27","41","40.27","27.94"
"92","Matthew O'Connor","OTT","1","39.533333333333","28","26","2","0.929","3.04","0.10","1.62","7","7","0","1.000","0.00","1.16","5","4","1","0.800","1.52","-0.62","16","15","1","0.938","1.52","-0.57","1","1","36.86","29.50"
"27","Jonathan Quick","L.A","68","3192.7","1368","1270","98","0.928","1.84","4.56","103.54","337","289","48","0.858","0.90","7.84","374","348","26","0.930","0.49","2.74","595","571","24","0.960","0.45","-7.87","63","124","35.82","27.02"
"46","Jake Allen","STL","47","2057.8666666667","953","884","69","0.928","2.01","2.45","66.6","237","192","45","0.810","1.31","-5.73","265","252","13","0.951","0.38","7.37","423","412","11","0.974","0.32","0.46","43","72","33.88","22.00"
"62","Ben Scrivens","MTL","15","637.3","345","320","25","0.928","2.35","0.87","23.45","87","67","20","0.770","1.88","-5.58","79","75","4","0.949","0.38","2.07","164","163","1","0.994","0.09","3.44","10","27","36.88","16.80"
"64","Calvin Pickard","COL","20","761.41666666667","416","386","30","0.928","2.36","1.19","32.06","123","104","19","0.846","1.50","1.38","103","98","5","0.951","0.39","2.92","176","170","6","0.966","0.47","-1.23","18","34","34.88","19.23"
"87","Antti Raanta","NYR","25","956.71666666667","429","398","31","0.928","1.94","1.16","35.24","144","121","23","0.840","1.44","0.86","88","83","5","0.943","0.31","1.76","179","176","3","0.983","0.19","1.85","20","40","32.60","18.35"
"25","Tuukka Rask","BOS","64","2944.6666666667","1464","1356","108","0.926","2.20","1.76","104.59","346","282","64","0.815","1.30","-6.66","380","353","27","0.929","0.55","2.21","680","664","16","0.976","0.33","2.43","73","115","36.91","21.74"
"2","Craig Anderson","OTT","60","2791.5166666667","1510","1397","113","0.925","2.43","0.21","104.55","365","306","59","0.838","1.27","1.48","388","347","41","0.894","0.88","-11.18","710","697","13","0.982","0.28","6.24","67","134","35.86","20.58"
"17","Al Montoya","FLA","25","1052.9666666667","469","434","35","0.925","1.99","0.16","35.08","114","90","24","0.789","1.37","-5.11","115","107","8","0.930","0.46","0.84","219","216","3","0.986","0.17","2.94","24","36","36.95","18.91"
"31","Chad Johnson","BUF","45","2062.9166666667","991","917","74","0.925","2.15","0.30","72.78","236","194","42","0.822","1.22","-2.89","236","215","21","0.911","0.61","-2.86","496","485","11","0.978","0.32","2.44","42","67","36.54","19.84"
"51","Martin Jones","S.J","65","3045.5833333333","1334","1234","100","0.925","1.97","0.01","98.7","355","303","52","0.854","1.02","6.83","351","316","35","0.900","0.69","-8.02","580","567","13","0.978","0.26","2.72","55","109","34.60","22.84"
"59","Carter Hutton","NSH","17","769.6","361","334","27","0.925","2.10","0.07","25.05","76","63","13","0.829","1.01","-0.41","102","93","9","0.912","0.70","-1.16","163","158","5","0.969","0.39","-0.58","25","31","38.27","23.93"
"79","Andrei Vasilevskiy","T.B","24","962.05","469","434","35","0.925","2.18","0.16","31.12","103","90","13","0.874","0.81","4.07","129","118","11","0.915","0.69","-1.09","221","210","11","0.950","0.69","-5.01","21","28","38.03","29.89"
"44","Antti Niemi","DAL","48","2094.05","970","896","74","0.924","2.12","-1.28","77.17","276","230","46","0.833","1.32","-0.26","226","212","14","0.938","0.40","3.37","426","412","14","0.967","0.40","-2.45","44","88","35.45","21.00"
"39","Semyon Varlamov","COL","57","2550.4333333333","1365","1260","105","0.923","2.47","-2.66","100.64","358","301","57","0.841","1.34","2.32","358","333","25","0.930","0.59","2.51","599","578","21","0.965","0.49","-4.77","48","155","36.57","29.74"
"66","Philipp Grubauer","WSH","22","875.31666666667","400","369","31","0.923","2.12","-1.01","30.7","102","87","15","0.853","1.03","1.90","115","104","11","0.904","0.75","-2.16","159","154","5","0.969","0.34","-0.69","29","36","35.75","24.13"
"14","Jaroslav Halak","NYI","36","1708.4166666667","806","743","63","0.922","2.21","-2.57","67.17","251","212","39","0.845","1.37","2.59","210","193","17","0.919","0.60","-0.86","301","295","6","0.980","0.21","2.16","44","82","31.05","20.00"
"57","Darcy Kuemper","MIN","21","870.15","412","380","32","0.922","2.21","-1.11","30.84","109","90","19","0.826","1.31","-0.94","118","110","8","0.932","0.55","1.07","173","168","5","0.971","0.34","-0.31","18","30","34.73","20.09"
"77","John Gibson","ANA","40","1802.3833333333","765","705","60","0.922","2.00","-2.65","58.28","204","164","40","0.804","1.33","-6.20","205","190","15","0.927","0.50","0.76","322","317","5","0.984","0.17","3.73","50","76","34.84","18.52"
"84","Linus Ullmark","BUF","20","954.15","477","440","37","0.922","2.33","-1.24","33.13","110","85","25","0.773","1.57","-6.77","129","121","8","0.938","0.50","1.91","221","217","4","0.982","0.25","1.99","27","33","36.69","19.05"
"53","Anders Nilsson","STL","3","70.683333333333","38","35","3","0.921","2.55","-0.15","3.13","10","9","1","0.900","0.85","0.66","12","11","1","0.917","0.85","-0.08","14","13","1","0.929","0.85","-0.62","0","2","31.89","19.33"
"13","Jimmy Howard","DET","37","1546.1833333333","761","700","61","0.920","2.37","-3.95","59.05","228","188","40","0.825","1.55","-2.22","191","179","12","0.937","0.47","2.68","315","306","9","0.971","0.35","-0.46","35","79","34.07","18.57"
"23","Pekka Rinne","NSH","66","3103.9666666667","1370","1261","109","0.920","2.11","-6.29","93.01","302","235","67","0.778","1.30","-16.96","337","314","23","0.932","0.44","2.90","661","642","19","0.971","0.37","-1.09","51","100","36.88","20.07"
"41","Richard Bachman","VAN","1","47.8","25","23","2","0.920","2.51","-0.13","1.76","8","7","1","0.875","1.26","0.33","5","4","1","0.800","1.26","-0.62","10","10","0","1.000","0.00","0.27","0","1","37.24","23.00"
"56","Joni Ortio","CGY","22","960.91666666667","460","423","37","0.920","2.31","-2.51","36.31","124","103","21","0.831","1.31","-0.45","124","114","10","0.919","0.62","-0.47","201","195","6","0.970","0.37","-0.55","24","42","33.97","22.70"
"60","Cam Talbot","EDM","56","2542.8166666667","1281","1178","103","0.920","2.43","-6.96","93.13","306","250","56","0.817","1.32","-5.29","357","330","27","0.924","0.64","0.44","577","559","18","0.969","0.42","-2.36","56","107","35.37","25.59"
"21","Karri Ramo","CGY","37","1761","859","789","70","0.919","2.39","-5.60","65.9","229","183","46","0.799","1.57","-8.05","205","188","17","0.917","0.58","-1.24","389","382","7","0.982","0.24","3.54","41","76","34.97","17.03"
"10","Cam Ward","CAR","52","2485.4","1086","997","89","0.918","2.15","-7.58","87.86","277","227","50","0.819","1.21","-4.10","280","261","19","0.932","0.46","2.52","495","475","20","0.960","0.48","-6.58","42","97","35.10","22.02"
"26","Ondrej Pavelec","WPG","33","1486.45","686","630","56","0.918","2.26","-4.57","53.8","201","162","39","0.806","1.57","-5.69","164","153","11","0.933","0.44","1.60","300","294","6","0.980","0.24","2.13","37","65","35.01","17.66"
"38","Jeff Zatkoff","PIT","14","578.61666666667","306","281","25","0.918","2.59","-2.06","17.9","65","45","20","0.692","2.07","-9.23","62","61","1","0.984","0.10","3.77","167","163","4","0.976","0.41","0.53","14","20","37.68","19.92"
"43","Scott Darling","CHI","29","1284.2166666667","621","570","51","0.918","2.38","-4.44","45.86","164","137","27","0.835","1.26","0.18","162","148","14","0.914","0.65","-1.55","277","268","9","0.968","0.42","-1.49","31","51","34.37","22.92"
"45","Jacob Markstrom","VAN","32","1471.95","756","694","62","0.918","2.53","-5.32","59.78","203","174","29","0.857","1.18","4.64","229","207","22","0.904","0.90","-4.40","299","288","11","0.963","0.45","-2.90","33","81","35.08","24.98"
"55","Jean-Francois Berube","NYI","7","313.43333333333","146","134","12","0.918","2.30","-1.05","11.63","47","39","8","0.830","1.53","-0.21","38","35","3","0.921","0.57","-0.08","58","57","1","0.983","0.19","0.57","8","12","33.03","16.75"
"94","Charlie Lindgren","MTL","1","56.2","24","22","2","0.917","2.14","-0.20","2.55","7","7","0","1.000","0.00","1.16","5","4","1","0.800","1.07","-0.62","11","10","1","0.909","1.07","-0.70","2","7","34.08","40.00"
"63","Sergei Bobrovsky","CBJ","37","1682.1","815","746","69","0.915","2.46","-7.90","61.02","200","162","38","0.810","1.36","-4.86","223","206","17","0.924","0.61","0.14","366","352","14","0.962","0.50","-4.08","33","78","36.45","23.20"
"58","Jonas Gustavsson","BOS","24","999.81666666667","501","458","43","0.914","2.58","-5.44","34.34","120","98","22","0.817","1.32","-2.11","134","124","10","0.925","0.60","0.30","232","221","11","0.953","0.66","-4.71","23","39","35.58","21.98"
"86","Mike Condon","MTL","55","2487.8333333333","1149","1050","99","0.914","2.39","-12.86","86.26","320","261","59","0.816","1.42","-5.97","281","250","31","0.890","0.75","-9.40","510","501","9","0.982","0.22","4.82","53","113","34.40","19.41"
"37","Jonathan Bernier","TOR","38","1694.2166666667","894","816","78","0.913","2.76","-10.97","64.47","193","158","35","0.819","1.24","-3.02","245","218","27","0.890","0.96","-8.17","425","410","15","0.965","0.53","-3.48","43","61","36.85","24.81"
"73","Anton Forsberg","CBJ","4","135.1","69","63","6","0.913","2.66","-0.83","6.32","25","22","3","0.880","1.33","1.14","17","17","0","1.000","0.00","1.31","26","23","3","0.885","1.33","-2.30","6","11","34.70","35.67"
"52","Anders Nilsson","EDM","26","1137.8833333333","586","534","52","0.911","2.74","-8.07","44.67","156","130","26","0.833","1.37","-0.15","156","140","16","0.897","0.84","-4.01","265","255","10","0.962","0.53","-2.82","14","48","33.32","23.42"
"4","Michael Leighton","CHI","1","32.3","11","10","1","0.909","1.86","-0.18","0.66","3","3","0","1.000","0.00","0.50","3","3","0","1.000","0.00","0.23","4","3","1","0.750","1.86","-0.89","1","0","33.73","30.00"
"8","Kari Lehtonen","DAL","43","1825.3333333333","879","799","80","0.909","2.63","-14.10","69.81","243","194","49","0.798","1.61","-8.73","223","206","17","0.924","0.56","0.14","373","359","14","0.962","0.46","-3.89","26","84","35.42","23.54"
"61","Eddie Lack","CAR","34","1549.5833333333","762","693","69","0.909","2.67","-11.87","67.13","229","190","39","0.830","1.51","-1.05","196","169","27","0.862","1.05","-11.94","318","315","3","0.991","0.12","5.62","22","86","32.14","18.43"
"50","Anders Lindback","ARI","19","678.46666666667","327","297","30","0.908","2.65","-5.48","23.67","97","80","17","0.825","1.50","-0.93","61","55","6","0.902","0.53","-1.31","155","148","7","0.955","0.62","-2.80","14","25","35.16","23.43"
"47","Michael Hutchinson","WPG","30","1251.85","598","542","56","0.906","2.68","-11.17","44.82","155","122","33","0.787","1.58","-7.32","164","148","16","0.902","0.77","-3.40","254","247","7","0.972","0.34","-0.12","27","48","34.97","20.16"
"70","Keith Kinkaid","N.J","23","990.38333333333","465","421","44","0.905","2.67","-9.14","32.3","100","75","25","0.750","1.51","-8.43","127","117","10","0.921","0.61","-0.24","228","219","9","0.961","0.55","-2.82","19","26","35.57","19.82"
"22","Anton Khudobin","ANA","9","287.96666666667","133","120","13","0.902","2.71","-3.03","11.66","47","40","7","0.851","1.46","0.79","31","26","5","0.839","1.04","-2.62","50","49","1","0.980","0.21","0.36","15","16","33.78","33.31"
"74","Garret Sparks","TOR","17","767.58333333333","365","328","37","0.899","2.89","-9.63","27.03","84","65","19","0.774","1.49","-5.08","91","77","14","0.846","1.09","-7.01","182","178","4","0.978","0.31","0.93","17","29","37.03","21.81"
"42","Jonas Hiller","CGY","26","1057.9","497","445","52","0.895","2.95","-14.74","39.11","151","122","29","0.808","1.64","-3.98","119","103","16","0.866","0.91","-6.85","202","195","7","0.965","0.40","-1.53","24","49","34.21","26.00"
"9","Curtis McElhinney","CBJ","18","647.95","305","272","33","0.892","3.06","-10.13","23.93","83","63","20","0.759","1.85","-6.25","76","66","10","0.868","0.93","-4.16","136","134","2","0.985","0.19","1.69","14","34","35.82","23.18"
"30","Niklas Backstrom","CGY","4","184.98333333333","82","73","9","0.890","2.92","-2.85","6.26","26","21","5","0.808","1.62","-0.69","18","15","3","0.833","0.97","-1.62","38","37","1","0.974","0.32","0.03","4","6","29.82","14.22"
"78","Christopher Gibson","NYI","4","165.35","82","73","9","0.890","3.27","-2.85","5.55","14","11","3","0.786","1.09","-0.68","33","29","4","0.879","1.45","-1.46","28","26","2","0.929","0.73","-1.24","5","3","36.85","42.56"
"29","Alex Stalock","S.J","13","520.88333333333","216","192","24","0.889","2.76","-7.81","14.89","58","45","13","0.776","1.50","-3.39","58","51","7","0.879","0.81","-2.54","92","89","3","0.967","0.35","-0.51","9","13","34.53","21.54"
"93","Niklas Treutle","ARI","2","36.133333333333","9","8","1","0.889","1.66","-0.33","0.65","2","1","1","0.500","1.66","-0.67","1","1","0","1.000","0.00","0.08","5","5","0","1.000","0.00","0.14","1","1","42.89","9.00"
"71","Jason Kasdorf","BUF","1","51.583333333333","26","23","3","0.885","3.49","-1.05","1.44","3","2","1","0.667","1.16","-0.50","4","3","1","0.750","1.16","-0.69","19","18","1","0.947","1.16","-0.49","3","0","41.35","29.00"
"49","Dustin Tokarski","MTL","6","186.78333333333","77","68","9","0.883","2.89","-3.23","5.4","16","11","5","0.688","1.61","-2.35","22","19","3","0.864","0.96","-1.31","34","33","1","0.971","0.32","-0.08","3","5","37.34","19.00"
"72","Laurent Brossoit","EDM","5","233.08333333333","117","102","15","0.872","3.86","-6.23","10.34","35","29","6","0.829","1.54","-0.20","34","28","6","0.824","1.54","-3.39","46","43","3","0.935","0.77","-1.75","4","10","30.09","21.93"
"6","Peter Budaj","L.A","1","54.183333333333","23","20","3","0.870","3.32","-1.28","1.58","9","7","2","0.778","2.21","-0.51","3","3","0","1.000","0.00","0.23","9","9","0","1.000","0.00","0.24","0","1","32.48","37.67"
"16","Yann Danis","N.J","2","34.95","15","12","3","0.800","5.15","-1.88","2.65","7","5","2","0.714","3.43","-0.84","3","2","1","0.667","1.72","-0.77","5","5","0","1.000","0.00","0.14","1","4","24.40","15.33"
"76","Magnus Hellberg","NYR","1","18","5","4","1","0.800","3.33","-0.63","0.42","1","0","1","0.000","3.33","-0.83","2","2","0","1.000","0.00","0.15","2","2","0","1.000","0.00","0.05","1","0","40.20","18.00"
"90","Pheonix Copley","STL","1","20.433333333333","5","4","1","0.800","2.94","-0.63","0.21","1","1","0","1.000","0.00","0.17","1","0","1","0.000","2.94","-0.92","3","3","0","1.000","0.00","0.08","0","0","36.40","25.00"
"75","Jordan Binnington","STL","1","10.783333333333","4","3","1","0.750","5.56","-0.70","0.32","0","0","0","-","0.00","0.00","4","3","1","0.750","5.56","-0.69","0","0","0","-","0.00","0.00","0","0","22.50","27.00"
