"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"8","Kari Lehtonen","DAL","37","1559.15","716","669","47","0.934","1.81","8.46","50.44","145","125","20","0.862","0.77","4.63","191","172","19","0.901","0.73","-3.41","329","321","8","0.976","0.31","1.41","21","62","39.63","26.15"
"36","Semyon Varlamov","COL","51","2208.1","1213","1132","81","0.933","2.20","12.96","88.78","290","249","41","0.859","1.11","8.26","315","293","22","0.930","0.60","3.72","552","534","18","0.967","0.49","-2.21","43","139","37.30","23.54"
"11","Marc-Andre Fleury","VGK","46","2148.0333333333","1121","1045","76","0.932","2.12","10.83","80.86","281","234","47","0.833","1.31","0.73","311","293","18","0.942","0.50","7.39","461","451","10","0.978","0.28","3.19","65","93","36.82","21.12"
"12","Corey Crawford","CHI","28","1221.65","651","607","44","0.932","2.16","6.43","49.45","188","163","25","0.867","1.23","6.93","142","130","12","0.915","0.59","-0.41","298","291","7","0.977","0.34","1.53","30","58","34.03","22.05"
"15","Brian Elliott","PHI","43","2004.45","949","884","65","0.932","1.95","8.51","73.47","225","189","36","0.840","1.08","2.22","247","230","17","0.931","0.51","3.16","431","420","11","0.974","0.33","1.33","49","106","36.55","22.94"
"37","Michal Neuvirth","PHI","21","832.85","424","395","29","0.932","2.09","3.84","30.26","98","81","17","0.827","1.22","-0.35","108","99","9","0.917","0.65","-0.18","187","184","3","0.984","0.22","2.35","19","48","38.88","20.34"
"88","Juuse Saros","NSH","26","1160.2166666667","617","575","42","0.932","2.17","5.79","49.53","165","144","21","0.873","1.09","7.03","172","160","12","0.930","0.62","2.04","247","239","8","0.968","0.41","-0.93","22","69","35.67","24.79"
"96","Casey DeSmith","PIT","14","559.25","266","248","18","0.932","1.93","2.60","21.35","91","78","13","0.857","1.39","2.46","53","49","4","0.925","0.43","0.33","111","110","1","0.991","0.11","2.18","15","29","33.98","17.94"
"76","Andrei Vasilevskiy","T.B","65","3025.9333333333","1619","1508","111","0.931","2.20","14.41","104.76","377","322","55","0.854","1.09","9.03","498","459","39","0.922","0.77","1.65","675","659","16","0.976","0.32","3.31","71","123","37.05","26.29"
"80","Connor Hellebuyck","WPG","67","3121.9333333333","1500","1396","104","0.931","2.00","12.19","102.82","321","267","54","0.832","1.04","0.52","363","333","30","0.917","0.58","-0.37","720","700","20","0.972","0.38","0.60","63","126","39.33","24.63"
"18","Devan Dubnyk","MIN","60","2811.3166666667","1408","1310","98","0.930","2.09","11.06","92.33","308","264","44","0.857","0.94","8.31","297","270","27","0.909","0.58","-2.75","724","697","27","0.963","0.58","-6.28","36","119","39.34","25.21"
"35","Jonathan Bernier","COL","37","1568","818","761","57","0.930","2.18","6.36","55.83","175","139","36","0.794","1.38","-6.28","188","176","12","0.936","0.46","3.35","405","396","9","0.978","0.34","2.59","32","80","38.97","22.67"
"101","Alexandar Georgiev","NYR","10","430.55","272","253","19","0.930","2.65","2.07","21","78","66","12","0.846","1.67","1.25","67","62","5","0.925","0.70","0.47","113","111","2","0.982","0.28","1.23","9","31","35.03","18.00"
"28","Jonathan Quick","L.A","64","2934.2","1441","1338","103","0.929","2.11","8.62","114.15","375","314","61","0.837","1.25","2.69","347","325","22","0.937","0.45","6.33","626","608","18","0.971","0.37","-0.09","52","158","36.69","24.90"
"71","John Gibson","ANA","60","2738.0666666667","1449","1346","103","0.929","2.26","9.24","116.63","409","344","65","0.841","1.42","4.47","401","373","28","0.930","0.61","4.74","570","561","9","0.984","0.20","7.31","74","142","34.02","20.81"
"102","Collin Delia","CHI","2","99.066666666667","56","52","4","0.929","2.42","0.34","3.02","12","10","2","0.833","1.21","0.04","13","12","1","0.923","0.61","0.06","30","29","1","0.967","0.61","-0.14","0","3","37.91","21.25"
"63","Louis Domingue","T.B","12","547.55","293","272","21","0.928","2.30","1.70","21.44","68","61","7","0.897","0.77","4.55","79","69","10","0.873","1.10","-3.55","135","132","3","0.978","0.33","0.86","18","28","35.19","27.10"
"6","Mike Smith","CGY","55","2505.7333333333","1282","1188","94","0.927","2.25","5.30","95.92","311","261","50","0.839","1.20","2.82","349","329","20","0.943","0.48","8.49","552","530","22","0.960","0.53","-6.21","74","120","36.42","28.52"
"97","Charlie Lindgren","MTL","14","674.51666666667","354","328","26","0.927","2.31","1.42","28.46","101","80","21","0.792","1.87","-3.85","77","75","2","0.974","0.18","4.29","161","158","3","0.981","0.27","1.61","8","44","35.99","18.88"
"64","Petr Mrazek","DET","22","983.15","513","475","38","0.926","2.32","1.74","37.63","131","110","21","0.840","1.28","1.25","149","138","11","0.926","0.67","1.16","216","210","6","0.972","0.37","0.18","26","30","36.32","22.39"
"22","Anton Khudobin","BOS","31","1396.1666666667","647","598","49","0.924","2.11","1.12","48.74","170","142","28","0.835","1.20","0.87","176","161","15","0.915","0.64","-0.63","262","256","6","0.977","0.26","1.50","31","55","36.85","22.35"
"66","Frederik Andersen","TOR","66","3186.6333333333","1788","1653","135","0.924","2.54","3.50","135.82","433","355","78","0.820","1.47","-4.45","488","455","33","0.932","0.62","6.84","778","754","24","0.969","0.45","-1.74","102","143","37.75","24.59"
"14","Jaroslav Halak","NYI","54","2404.7166666667","1356","1252","104","0.923","2.59","1.04","102.26","412","348","64","0.845","1.60","5.98","393","372","21","0.947","0.52","11.08","502","483","19","0.962","0.47","-4.64","51","112","34.13","23.91"
"26","Tuukka Rask","BOS","54","2547.9","1152","1063","89","0.923","2.10","0.23","82.91","301","253","48","0.841","1.13","3.13","297","274","23","0.923","0.54","1.25","476","459","17","0.964","0.40","-3.38","74","85","38.13","26.13"
"29","Ben Bishop","DAL","53","2266.2","1092","1008","84","0.923","2.22","0.59","80.71","265","233","32","0.879","0.85","13.01","297","263","34","0.886","0.90","-9.75","467","449","18","0.961","0.48","-4.64","55","107","38.07","24.90"
"42","Jacob Markstrom","VAN","60","2738.7166666667","1397","1290","107","0.923","2.34","1.21","102.88","347","289","58","0.833","1.27","0.94","395","369","26","0.934","0.57","6.25","589","567","22","0.963","0.48","-5.15","52","101","36.08","25.42"
"43","Jake Allen","STL","59","2666.6166666667","1301","1201","100","0.923","2.25","0.77","92.68","309","256","53","0.828","1.19","-0.52","354","329","25","0.929","0.56","3.90","563","541","22","0.961","0.50","-5.89","67","109","37.31","26.23"
"84","Andrew Hammond","COL","1","48","26","24","2","0.923","2.50","0.01","2.38","7","7","0","1.000","0.00","1.19","11","11","0","1.000","0.00","0.90","7","5","2","0.714","2.50","-1.80","2","5","36.38","47.50"
"4","Henrik Lundqvist","NYR","63","2818.1166666667","1636","1508","128","0.922","2.73","-1.28","121.4","424","361","63","0.851","1.34","9.02","411","361","50","0.878","1.06","-16.45","712","697","15","0.979","0.32","5.37","57","151","36.27","24.29"
"86","Mike Condon","OTT","31","1331.1166666667","732","675","57","0.922","2.57","-0.30","54.99","178","148","30","0.831","1.35","0.23","181","163","18","0.901","0.81","-3.22","331","322","9","0.973","0.41","0.47","36","72","37.76","20.79"
"13","Jimmy Howard","DET","60","2686.3333333333","1386","1277","109","0.921","2.43","-1.64","101.31","334","270","64","0.808","1.43","-7.27","396","365","31","0.922","0.69","1.33","578","564","14","0.976","0.31","2.54","63","125","37.69","23.62"
"46","Harri Sateri","FLA","9","402.36666666667","214","197","17","0.921","2.54","-0.42","15.23","56","45","11","0.804","1.64","-1.49","58","54","4","0.931","0.60","0.73","83","81","2","0.976","0.30","0.37","12","17","37.09","21.53"
"49","Robin Lehner","BUF","53","2282.4333333333","1210","1114","96","0.921","2.52","-2.27","85.75","274","221","53","0.807","1.39","-6.46","296","269","27","0.909","0.71","-2.84","585","569","16","0.973","0.42","0.74","51","118","38.11","22.15"
"56","Eddie Lack","N.J","4","155.63333333333","76","70","6","0.921","2.31","-0.11","5.6","18","15","3","0.833","1.16","0.06","23","22","1","0.957","0.39","0.88","31","29","2","0.935","0.77","-1.11","5","4","37.59","34.00"
"75","Malcolm Subban","VGK","22","968.8","480","442","38","0.921","2.35","-0.82","36.45","117","99","18","0.846","1.11","1.87","139","126","13","0.906","0.81","-1.65","201","194","7","0.965","0.43","-1.25","20","57","35.69","22.26"
"20","Jeff Glass","CHI","15","665.13333333333","359","330","29","0.919","2.62","-1.19","29.74","113","98","15","0.867","1.35","4.19","99","89","10","0.899","0.90","-1.92","127","123","4","0.969","0.36","-0.37","26","31","33.87","21.86"
"27","Ondrej Pavelec","NYR","19","732.15","408","375","33","0.919","2.70","-1.40","32.95","115","97","18","0.843","1.48","1.53","103","91","12","0.883","0.98","-3.59","167","165","2","0.988","0.16","2.78","17","41","35.62","23.94"
"30","Alex Stalock","MIN","28","1142.7","571","525","46","0.919","2.42","-1.77","38.95","119","92","27","0.773","1.42","-6.79","152","140","12","0.921","0.63","0.41","276","269","7","0.975","0.37","0.90","22","43","38.48","22.74"
"32","Steve Mason","WPG","13","531.58333333333","295","271","24","0.919","2.71","-1.15","22.09","84","71","13","0.845","1.47","1.27","73","66","7","0.904","0.79","-1.04","129","125","4","0.969","0.45","-0.31","7","27","33.74","17.46"
"83","Aaron Dell","S.J","29","1235.8333333333","605","556","49","0.919","2.38","-2.14","45.83","177","144","33","0.814","1.60","-2.94","121","112","9","0.926","0.44","0.88","266","259","7","0.974","0.34","0.61","22","55","37.07","18.80"
"67","Keith Kinkaid","N.J","41","1846.65","970","890","80","0.918","2.60","-4.86","71.61","250","202","48","0.808","1.56","-5.54","253","232","21","0.917","0.68","-0.35","418","407","11","0.974","0.36","0.96","42","67","36.33","21.10"
"10","Cam Ward","CAR","43","2038.6333333333","988","906","82","0.917","2.41","-5.47","74.2","257","214","43","0.833","1.27","0.65","227","204","23","0.899","0.68","-4.47","448","434","14","0.969","0.41","-1.18","44","95","38.01","24.96"
"34","James Reimer","FLA","44","1919.5","1045","958","87","0.917","2.72","-6.05","77.4","272","218","54","0.801","1.69","-7.80","257","236","21","0.918","0.66","-0.02","444","432","12","0.973","0.38","0.70","39","92","37.46","21.91"
"45","Braden Holtby","WSH","54","2437.4333333333","1295","1188","107","0.917","2.63","-6.69","105.47","351","280","71","0.798","1.75","-11.38","337","311","26","0.923","0.64","1.51","546","536","10","0.982","0.25","5.62","57","138","36.12","20.69"
"54","Cam Talbot","EDM","67","3059.4666666667","1672","1533","139","0.917","2.73","-9.49","127.3","464","381","83","0.821","1.63","-4.19","423","386","37","0.913","0.73","-2.47","673","656","17","0.975","0.33","2.26","65","166","36.44","22.24"
"19","Cory Schneider","N.J","40","1805.15","933","854","79","0.915","2.63","-6.73","70.26","228","186","42","0.816","1.40","-3.27","268","245","23","0.914","0.76","-1.12","387","374","13","0.966","0.43","-1.93","35","74","37.81","25.66"
"47","Martin Jones","S.J","60","2776.7333333333","1364","1248","116","0.915","2.51","-10.35","105.73","380","310","70","0.816","1.51","-5.46","369","338","31","0.916","0.67","-0.88","538","523","15","0.972","0.32","0.39","65","115","35.41","21.22"
"48","Anders Nilsson","VAN","27","1172.1","670","613","57","0.915","2.92","-5.10","49.34","181","148","33","0.818","1.69","-2.26","198","183","15","0.924","0.77","1.16","269","261","8","0.970","0.41","-0.30","20","47","33.96","23.63"
"25","Carey Price","MTL","49","2299.4166666667","1166","1065","101","0.913","2.64","-10.68","76.86","248","190","58","0.766","1.51","-15.88","284","260","24","0.915","0.63","-0.82","558","539","19","0.966","0.50","-3.03","55","87","39.46","20.63"
"72","Christopher Gibson","NYI","8","345","219","200","19","0.913","3.30","-2.04","16.43","64","52","12","0.813","2.09","-1.13","57","54","3","0.947","0.52","1.65","88","84","4","0.955","0.70","-1.48","12","13","36.27","20.53"
"99","David Rittich","CGY","21","794.51666666667","390","356","34","0.913","2.57","-3.79","29.04","90","71","19","0.789","1.43","-3.71","83","77","6","0.928","0.45","0.78","194","185","9","0.954","0.68","-3.45","19","34","38.10","22.47"
"60","Scott Wedgewood","ARI","20","894.21666666667","491","448","43","0.912","2.89","-4.97","38.88","136","110","26","0.809","1.74","-2.90","126","114","12","0.905","0.81","-1.71","216","211","5","0.977","0.34","1.18","15","58","36.20","21.26"
"5","Peter Budaj","T.B","8","322.88333333333","158","144","14","0.911","2.60","-1.76","10.25","38","29","9","0.763","1.67","-2.55","44","40","4","0.909","0.74","-0.41","69","68","1","0.986","0.19","0.97","9","12","35.76","21.79"
"77","Matt Murray","PIT","49","2178.1166666667","1097","999","98","0.911","2.70","-13.03","83.8","322","276","46","0.857","1.27","8.69","286","249","37","0.871","1.02","-13.65","446","431","15","0.966","0.41","-2.24","48","116","35.05","23.12"
"98","Alex Lyon","PHI","11","401.85","198","180","18","0.909","2.69","-2.66","16.8","49","35","14","0.714","2.09","-5.68","61","58","3","0.951","0.45","1.98","78","77","1","0.987","0.15","1.23","9","26","33.44","14.72"
"68","Laurent Brossoit","EDM","14","596.65","272","247","25","0.908","2.51","-3.93","20.64","77","66","11","0.857","1.11","2.08","77","67","10","0.870","1.01","-3.71","101","98","3","0.970","0.30","-0.11","15","19","35.18","22.92"
"89","Tristan Jarry","PIT","26","1095.4666666667","531","482","49","0.908","2.68","-7.87","41.13","147","116","31","0.789","1.70","-6.03","132","115","17","0.871","0.93","-6.22","231","230","1","0.996","0.05","5.61","36","48","35.43","20.33"
"51","Darcy Kuemper","ARI","10","485.31666666667","246","223","23","0.907","2.84","-3.94","18.19","68","54","14","0.794","1.73","-2.45","58","54","4","0.931","0.49","0.73","106","101","5","0.953","0.62","-1.97","6","19","36.31","21.52"
"70","Anton Forsberg","CHI","35","1379.7333333333","734","666","68","0.907","2.96","-11.14","54.52","210","171","39","0.814","1.70","-3.33","167","148","19","0.886","0.83","-5.37","320","310","10","0.969","0.43","-0.84","35","52","35.47","21.66"
"21","Thomas Greiss","NYI","27","1244.2833333333","705","639","66","0.906","3.18","-11.39","54.34","184","140","44","0.761","2.12","-12.75","189","173","16","0.915","0.77","-0.57","303","297","6","0.980","0.29","2.67","26","64","35.68","20.18"
"44","Michael Hutchinson","WPG","3","100.3","53","48","5","0.906","2.99","-0.89","4.24","17","16","1","0.941","0.60","1.89","10","7","3","0.700","1.79","-2.18","22","21","1","0.955","0.60","-0.37","1","6","34.06","28.00"
"50","J-F Berube","CHI","13","563.81666666667","310","281","29","0.906","3.09","-4.99","24.62","89","69","20","0.775","2.13","-4.88","72","66","6","0.917","0.64","-0.12","139","136","3","0.978","0.32","0.98","14","29","33.99","20.52"
"59","Jack Campbell","L.A","5","194.35","106","96","10","0.906","3.09","-1.79","7.22","23","19","4","0.826","1.23","-0.09","28","24","4","0.857","1.23","-1.71","48","46","2","0.958","0.62","-0.63","7","11","39.48","20.90"
"65","Petr Mrazek","PHI","17","724.51666666667","349","316","33","0.905","2.73","-5.97","27.19","87","69","18","0.793","1.49","-3.22","93","85","8","0.914","0.66","-0.41","152","145","7","0.954","0.58","-2.65","15","38","35.99","22.09"
"23","Daniel Taylor","OTT","1","48.25","31","28","3","0.903","3.73","-0.60","2.08","6","5","1","0.833","1.24","0.02","15","13","2","0.867","2.49","-0.78","8","8","0","1.000","0.00","0.23","2","0","36.29","23.33"
"31","Chad Johnson","BUF","36","1421.5","766","692","74","0.903","3.12","-14.67","53.03","205","156","49","0.761","2.07","-14.18","172","156","16","0.907","0.68","-1.96","350","341","9","0.974","0.38","1.01","30","47","37.24","19.66"
"7","Mike McKenna","DAL","2","91.15","41","37","4","0.902","2.63","-0.82","3.17","11","7","4","0.636","2.63","-2.13","12","12","0","1.000","0.00","0.98","15","15","0","1.000","0.00","0.43","0","3","36.71","12.25"
"2","Craig Anderson","OTT","58","2586.8666666667","1395","1257","138","0.901","3.20","-29.94","100.6","349","275","74","0.788","1.72","-14.72","347","308","39","0.888","0.90","-10.67","606","581","25","0.959","0.58","-7.66","51","129","38.08","23.56"
"38","Scott Darling","CAR","43","2048","975","878","97","0.901","2.84","-21.48","75.98","260","214","46","0.823","1.35","-1.84","276","238","38","0.862","1.11","-15.47","392","380","12","0.969","0.35","-0.78","45","76","35.43","23.74"
"79","Joonas Korpisalo","CBJ","18","846.15","450","405","45","0.900","3.19","-10.14","33.47","128","108","20","0.844","1.42","1.74","129","114","15","0.884","1.06","-4.47","171","162","9","0.947","0.64","-4.11","18","38","34.22","26.09"
"93","Adin Hill","ARI","4","205.05","113","101","12","0.894","3.51","-3.25","9.69","40","34","6","0.850","1.76","0.79","18","15","3","0.833","0.88","-1.53","48","45","3","0.938","0.88","-1.63","6","15","35.55","23.42"
"17","Al Montoya","MTL","4","172.26666666667","73","65","8","0.890","2.79","-2.35","6.39","23","18","5","0.783","1.74","-1.09","16","13","3","0.813","1.04","-1.69","30","30","0","1.000","0.00","0.86","4","11","33.56","15.38"
"78","Jon Gillies","CGY","11","476.48333333333","219","195","24","0.890","3.02","-7.04","16.81","60","47","13","0.783","1.64","-2.81","46","41","5","0.891","0.63","-1.24","101","96","5","0.950","0.63","-2.11","11","21","35.91","24.42"
"62","Louis Domingue","ARI","7","320.33333333333","162","144","18","0.889","3.37","-5.45","11.41","36","26","10","0.722","1.87","-3.89","51","45","6","0.882","1.12","-1.84","70","68","2","0.971","0.37","0.00","5","13","35.70","20.22"
"85","Jared Coreau","DET","7","324.01666666667","168","149","19","0.887","3.52","-5.99","11.54","47","35","12","0.745","2.22","-4.02","42","38","4","0.905","0.74","-0.57","68","65","3","0.956","0.56","-1.05","9","12","38.46","27.74"
"39","Antti Niemi","FLA","2","45.8","35","31","4","0.886","5.24","-1.29","2.49","9","7","2","0.778","2.62","-0.47","11","9","2","0.818","2.62","-1.10","13","13","0","1.000","0.00","0.37","0","5","38.14","22.50"
"55","Eddie Lack","CGY","4","116.18333333333","49","43","6","0.878","3.10","-2.20","3.71","10","7","3","0.700","1.55","-1.30","8","7","1","0.875","0.52","-0.35","27","25","2","0.926","1.03","-1.23","3","3","38.29","23.67"
"73","Maxime Lagace","VGK","16","697.95","325","285","40","0.877","3.44","-14.83","24.65","87","62","25","0.713","2.15","-10.22","88","77","11","0.875","0.95","-3.82","131","127","4","0.969","0.34","-0.25","10","27","37.04","19.23"
"90","Eric Comrie","WPG","3","145.91666666667","84","73","11","0.869","4.52","-4.49","6.22","25","17","8","0.680","3.29","-3.75","20","19","1","0.950","0.41","0.63","34","32","2","0.941","0.82","-1.03","2","15","38.02","16.55"
"58","Calvin Pickard","TOR","1","49.166666666667","21","18","3","0.857","3.66","-1.37","1.54","4","3","1","0.750","1.22","-0.32","6","4","2","0.667","2.44","-1.51","10","10","0","1.000","0.00","0.29","2","1","38.57","18.33"
"92","Brandon Halverson","NYR","1","10.55","6","5","1","0.833","5.69","-0.54","0.62","3","2","1","0.667","5.69","-0.49","0","0","0","-","0.00","0.00","1","1","0","1.000","0.00","0.03","0","1","46.33","6.00"
"41","Antti Niemi","PIT","3","98.916666666667","64","53","11","0.828","6.67","-6.04","5.2","19","13","6","0.684","3.64","-2.77","22","19","3","0.864","1.82","-1.20","23","21","2","0.913","1.21","-1.34","1","10","30.92","25.73"
