"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"21","Carey Price","MTL","66","3132.9333333333","1554","1438","116","0.925","2.22","10.11","109.51","391","325","66","0.831","1.26","1.69","398","357","41","0.897","0.79","-5.00","687","678","9","0.987","0.17","10.30","97","152","37.74","20.84"
"99","Collin Delia","CHI","16","670.03333333333","440","407","33","0.925","2.96","2.71","33.3","134","116","18","0.866","1.61","5.20","100","90","10","0.900","0.90","-0.95","179","174","5","0.972","0.45","0.03","22","45","33.17","20.91"
"39","Braden Holtby","WSH","59","2715.8666666667","1433","1323","110","0.923","2.43","6.29","118.57","430","356","74","0.828","1.63","0.44","335","310","25","0.925","0.55","5.30","583","572","11","0.981","0.24","5.38","91","195","36.43","20.09"
"63","Christopher Gibson","NYI","2","30.766666666667","13","12","1","0.923","1.95","0.06","0.66","3","3","0","1.000","0.00","0.52","1","1","0","1.000","0.00","0.09","7","6","1","0.857","1.95","-0.80","1","0","48.38","21.00"
"78","Juuse Saros","NSH","31","1336.3666666667","691","638","53","0.923","2.38","3.08","53.56","183","156","27","0.852","1.21","4.68","194","178","16","0.918","0.72","1.55","273","263","10","0.963","0.45","-2.33","53","86","36.53","23.75"
"4","Henrik Lundqvist","NYR","52","2465.7833333333","1309","1207","102","0.922","2.48","4.23","98.36","344","286","58","0.831","1.41","1.55","335","305","30","0.910","0.73","0.30","553","539","14","0.975","0.34","1.53","73","142","37.69","22.32"
"9","Curtis McElhinney","CAR","33","1606.3166666667","782","720","62","0.921","2.32","1.46","67.04","235","192","43","0.817","1.61","-2.32","159","145","14","0.912","0.52","0.38","349","344","5","0.986","0.19","4.80","41","112","36.35","19.26"
"35","Jacob Markstrom","VAN","60","2857.5833333333","1527","1406","121","0.921","2.54","2.92","114.41","418","350","68","0.837","1.43","4.36","397","362","35","0.912","0.73","0.91","652","634","18","0.972","0.38","0.32","57","174","36.25","21.88"
"43","Anders Nilsson","VAN","12","547.75","278","256","22","0.921","2.41","0.56","22.19","83","72","11","0.867","1.20","3.37","74","65","9","0.878","0.99","-2.31","112","110","2","0.982","0.22","1.15","8","39","33.19","21.09"
"71","Connor Hellebuyck","WPG","63","2964","1597","1469","128","0.920","2.59","1.60","115.41","383","309","74","0.807","1.50","-7.69","416","383","33","0.921","0.67","4.63","712","691","21","0.971","0.43","-1.00","91","167","37.99","21.84"
"10","Cam Ward","CHI","33","1544","888","816","72","0.919","2.80","0.07","73.18","294","249","45","0.847","1.75","5.90","229","208","21","0.908","0.82","-0.28","339","333","6","0.982","0.23","3.52","56","97","32.11","19.89"
"15","Brian Elliott","PHI","26","1103.0833333333","592","544","48","0.919","2.61","0.04","45.38","148","125","23","0.845","1.25","2.62","146","131","15","0.897","0.82","-1.79","259","250","9","0.965","0.49","-1.72","26","85","38.11","26.44"
"30","Semyon Varlamov","COL","49","2228.65","1130","1038","92","0.919","2.48","-0.30","84.96","295","242","53","0.820","1.43","-1.93","288","260","28","0.903","0.75","-1.95","481","470","11","0.977","0.30","2.51","65","163","38.20","21.79"
"16","Devan Dubnyk","MIN","67","3126.1666666667","1462","1342","120","0.918","2.30","-1.35","99.74","334","267","67","0.799","1.29","-9.18","334","305","29","0.913","0.56","1.21","714","690","24","0.966","0.46","-3.94","57","151","39.24","22.68"
"42","Anders Nilsson","OTT","24","1121.7833333333","621","570","51","0.918","2.73","-0.60","43.85","156","128","28","0.821","1.50","-0.99","145","129","16","0.890","0.86","-2.88","292","285","7","0.976","0.37","1.20","29","53","37.36","22.47"
"50","Sergei Bobrovsky","CBJ","62","2929.6166666667","1465","1345","120","0.918","2.46","-1.11","112.83","395","337","58","0.853","1.19","10.38","411","368","43","0.895","0.88","-5.82","595","576","19","0.968","0.39","-2.29","72","170","35.61","22.56"
"72","Linus Ullmark","BUF","37","1736.6666666667","948","870","78","0.918","2.69","-1.07","66.78","239","202","37","0.845","1.28","4.38","232","207","25","0.892","0.86","-4.01","430","414","16","0.963","0.55","-3.92","34","79","36.80","22.40"
"11","Marc-Andre Fleury","VGK","61","2940.8333333333","1378","1264","114","0.917","2.33","-2.17","108.58","372","298","74","0.801","1.51","-9.60","370","349","21","0.943","0.43","12.47","553","534","19","0.966","0.39","-3.47","66","172","36.33","19.84"
"93","Carter Hart","PHI","31","1390.1833333333","796","730","66","0.917","2.85","-1.40","55.27","172","142","30","0.826","1.29","-0.22","214","190","24","0.888","1.04","-4.64","357","345","12","0.966","0.52","-1.97","32","107","38.18","23.26"
"12","Corey Crawford","CHI","39","1817.05","939","860","79","0.916","2.61","-2.80","73.7","278","239","39","0.860","1.29","9.13","227","200","27","0.881","0.89","-6.47","393","380","13","0.967","0.43","-1.96","52","92","34.06","22.87"
"41","Mikko Koskinen","EDM","55","2462.1166666667","1247","1142","105","0.916","2.56","-3.80","94.41","337","271","66","0.804","1.61","-7.66","303","279","24","0.921","0.58","3.41","536","521","15","0.972","0.37","0.06","76","143","37.34","22.83"
"70","Anthony Stolarz","PHI","12","509.25","285","261","24","0.916","2.83","-0.87","20.62","81","72","9","0.889","1.06","5.02","79","67","12","0.848","1.41","-4.85","113","110","3","0.973","0.35","0.17","20","36","34.72","23.63"
"81","Pheonix Copley","WSH","27","1218.65","600","549","51","0.915","2.51","-2.31","46.76","168","140","28","0.833","1.38","1.08","138","121","17","0.877","0.84","-4.52","257","251","6","0.977","0.30","1.22","40","68","35.60","20.92"
"98","Alexandar Georgiev","NYR","33","1486.7166666667","823","753","70","0.915","2.83","-3.21","65.56","246","205","41","0.833","1.65","1.59","210","190","20","0.905","0.81","-1.00","335","326","9","0.973","0.36","0.41","32","77","35.14","21.50"
"36","Jake Allen","STL","46","2022.8","1001","915","86","0.914","2.55","-4.76","72.8","253","202","51","0.798","1.51","-7.20","305","282","23","0.925","0.68","4.59","396","384","12","0.970","0.36","-0.88","56","100","35.40","21.81"
"65","Malcolm Subban","VGK","21","1023.6666666667","512","468","44","0.914","2.58","-2.45","34.84","121","101","20","0.835","1.17","0.95","150","134","16","0.893","0.94","-2.43","209","203","6","0.971","0.35","-0.13","36","51","37.07","30.98"
"47","Carter Hutton","BUF","50","2292.7","1236","1129","107","0.913","2.80","-6.69","86.52","311","251","60","0.807","1.57","-6.16","321","281","40","0.875","1.05","-10.96","534","527","7","0.987","0.18","8.00","53","85","38.25","21.23"
"83","Alex Nedeljkovic","CAR","1","45.983333333333","23","21","2","0.913","2.61","-0.13","1.12","2","0","2","0.000","2.61","-1.65","7","7","0","1.000","0.00","0.63","13","13","0","1.000","0.00","0.37","0","2","43.87","14.00"
"25","Alex Stalock","MIN","21","839.85","396","361","35","0.912","2.50","-2.86","30.5","98","76","22","0.776","1.57","-5.03","90","81","9","0.900","0.64","-0.86","187","183","4","0.979","0.29","1.25","21","42","38.66","21.00"
"29","Jonathan Bernier","DET","35","1535.6166666667","826","753","73","0.912","2.85","-5.97","62.64","225","189","36","0.840","1.41","2.95","211","194","17","0.919","0.66","2.09","348","328","20","0.943","0.78","-10.22","38","84","36.54","25.53"
"48","Cam Talbot","EDM","31","1384.7166666667","729","665","64","0.912","2.77","-4.84","56.59","192","158","34","0.823","1.47","-0.76","177","162","15","0.915","0.65","1.01","315","300","15","0.952","0.65","-6.15","41","96","37.44","24.61"
"55","Louis Domingue","T.B","26","1236.6333333333","603","550","53","0.912","2.57","-4.06","43.31","147","116","31","0.789","1.50","-5.55","186","168","18","0.903","0.87","-1.17","243","239","4","0.984","0.19","2.83","38","65","37.37","23.43"
"60","Garret Sparks","TOR","20","942.58333333333","514","469","45","0.912","2.86","-3.29","37.82","128","108","20","0.844","1.27","2.16","140","124","16","0.886","1.02","-3.34","218","209","9","0.959","0.57","-2.88","21","42","36.82","26.49"
"82","Thatcher Demko","VAN","9","439.1","239","218","21","0.912","2.87","-1.60","16.7","66","54","12","0.818","1.64","-0.57","74","68","6","0.919","0.82","0.69","87","84","3","0.966","0.41","-0.56","14","16","35.67","21.24"
"28","James Reimer","FLA","36","1422.5166666667","728","663","65","0.911","2.74","-5.92","55.3","189","149","40","0.788","1.69","-7.28","176","158","18","0.898","0.76","-2.08","320","313","7","0.978","0.30","1.99","39","85","37.49","20.43"
"17","Cory Schneider","N.J","26","1081.7833333333","579","527","52","0.910","2.88","-5.01","41.69","136","108","28","0.794","1.55","-4.46","148","134","14","0.905","0.78","-0.61","274","265","9","0.967","0.50","-1.30","34","50","35.88","23.85"
"38","Michael Hutchinson","TOR","5","250.18333333333","134","122","12","0.910","2.88","-1.13","8.66","25","20","5","0.800","1.20","-0.67","39","33","6","0.846","1.44","-2.47","64","63","1","0.984","0.24","0.80","6","11","38.21","26.42"
"68","Joonas Korpisalo","CBJ","27","1151.7666666667","557","507","50","0.910","2.60","-4.80","42.55","150","117","33","0.780","1.72","-7.03","131","119","12","0.908","0.63","-0.15","241","237","4","0.983","0.21","2.77","33","72","37.63","18.74"
"77","Marcus Hogberg","OTT","4","172.36666666667","99","90","9","0.909","3.13","-0.97","7.86","28","25","3","0.893","1.04","1.85","17","13","4","0.765","1.39","-2.46","49","47","2","0.959","0.70","-0.62","7","12","37.44","25.11"
"87","Joey Daccord","OTT","1","47.716666666667","33","30","3","0.909","3.77","-0.32","1.91","7","5","2","0.714","2.51","-0.79","7","7","0","1.000","0.00","0.63","17","16","1","0.941","1.26","-0.52","2","2","39.76","24.33"
"2","Craig Anderson","OTT","50","2275.2","1350","1225","125","0.907","3.30","-15.44","99.72","351","286","65","0.815","1.71","-4.23","321","280","41","0.872","1.08","-11.96","635","617","18","0.972","0.47","-0.16","67","182","36.48","23.45"
"49","Cam Talbot","PHI","4","171.4","86","78","8","0.907","2.80","-1.02","7.98","22","16","6","0.727","2.10","-2.19","17","16","1","0.941","0.35","0.54","41","40","1","0.976","0.35","0.15","3","14","37.27","19.38"
"1","Roberto Luongo","FLA","43","1906.0166666667","994","901","93","0.906","2.93","-12.33","76.55","263","207","56","0.787","1.76","-10.47","241","215","26","0.892","0.82","-4.20","419","409","10","0.976","0.31","1.77","58","106","37.84","20.38"
"6","Mike Smith","CGY","42","1918.0166666667","859","778","81","0.906","2.53","-11.29","66.35","256","209","47","0.816","1.47","-2.68","219","196","23","0.895","0.72","-3.19","312","301","11","0.965","0.34","-2.24","64","92","37.27","21.98"
"58","Keith Kinkaid","N.J","41","1809.5333333333","946","854","92","0.903","3.05","-15.23","71.85","215","170","45","0.791","1.49","-7.78","281","257","24","0.915","0.80","1.42","402","380","22","0.945","0.73","-10.71","45","88","37.42","26.07"
"73","Aaron Dell","S.J","25","1056.7833333333","474","428","46","0.903","2.61","-7.53","37.88","135","107","28","0.793","1.59","-4.63","134","121","13","0.903","0.74","-0.88","182","177","5","0.973","0.28","0.11","28","49","34.79","19.00"
"34","Antti Niemi","MTL","17","800.48333333333","422","380","42","0.900","3.15","-7.75","28.72","102","78","24","0.765","1.80","-6.34","95","83","12","0.874","0.90","-3.41","200","194","6","0.970","0.45","-0.38","26","34","39.33","22.98"
"86","Adin Hill","ARI","13","544.06666666667","261","235","26","0.900","2.87","-4.82","21.07","70","54","16","0.771","1.76","-3.88","66","60","6","0.909","0.66","-0.03","110","107","3","0.973","0.33","0.09","7","42","37.05","26.31"
"97","Kaden Fulcher","DET","1","24.316666666667","10","9","1","0.900","2.47","-0.19","0.74","2","2","0","1.000","0.00","0.35","2","1","1","0.500","2.47","-0.82","6","6","0","1.000","0.00","0.17","0","0","31.70","19.00"
"23","Jonathan Quick","L.A","46","2190.3666666667","1073","965","108","0.899","2.96","-20.92","85","288","228","60","0.792","1.64","-10.14","269","237","32","0.881","0.88","-7.67","456","441","15","0.967","0.41","-2.19","38","149","36.93","24.48"
"51","Calvin Pickard","ARI","6","236.31666666667","129","116","13","0.899","3.30","-2.53","11.31","44","34","10","0.773","2.54","-2.38","28","26","2","0.929","0.51","0.53","53","52","1","0.981","0.25","0.49","3","24","32.69","17.77"
"52","Calvin Pickard","PHI","11","371.78333333333","176","158","18","0.898","2.90","-3.72","13.24","48","37","11","0.771","1.78","-2.69","30","26","4","0.867","0.65","-1.29","91","88","3","0.967","0.48","-0.44","14","14","36.28","20.83"
"79","Tristan Jarry","PIT","2","108.63333333333","59","53","6","0.898","3.31","-1.21","2.46","6","5","1","0.833","0.55","0.04","18","15","3","0.833","1.66","-1.37","31","29","2","0.935","1.10","-1.13","2","3","42.64","39.00"
"85","Sam Montembeault","FLA","11","490.06666666667","232","208","24","0.897","2.94","-5.17","20.1","76","60","16","0.789","1.96","-2.84","41","35","6","0.854","0.73","-2.29","107","105","2","0.981","0.24","1.01","13","39","37.87","22.17"
"40","Martin Jones","S.J","62","2922.2666666667","1319","1180","139","0.895","2.85","-31.96","106.74","392","309","83","0.788","1.70","-15.14","333","302","31","0.907","0.64","-0.88","520","495","25","0.952","0.51","-10.39","73","157","35.91","23.87"
"27","Chad Johnson","STL","10","391.41666666667","199","177","22","0.889","3.37","-5.85","15.34","54","41","13","0.759","1.99","-3.65","60","51","9","0.850","1.38","-3.57","77","77","0","1.000","0.00","2.16","9","20","34.41","20.55"
"96","Hunter Miska","ARI","1","15.566666666667","9","8","1","0.889","3.85","-0.27","0.32","1","1","0","1.000","0.00","0.17","1","1","0","1.000","0.00","0.09","5","4","1","0.800","3.85","-0.86","0","1","55.00","53.00"
"7","Mike McKenna","OTT","10","373.25","224","199","25","0.888","4.02","-6.82","14.32","54","41","13","0.759","2.09","-3.65","47","40","7","0.851","1.13","-2.75","109","104","5","0.954","0.80","-1.94","6","22","40.70","25.36"
"37","Michael Hutchinson","FLA","4","148.08333333333","59","52","7","0.881","2.84","-2.21","4.68","15","12","3","0.800","1.22","-0.40","15","12","3","0.800","1.22","-1.64","28","27","1","0.964","0.41","-0.21","3","9","34.66","22.57"
"33","Scott Darling","CAR","8","392.83333333333","192","168","24","0.875","3.67","-8.42","17.12","61","47","14","0.770","2.14","-3.44","49","41","8","0.837","1.22","-3.57","75","73","2","0.973","0.31","0.11","18","26","34.85","20.21"
"90","Charlie Lindgren","MTL","1","57.683333333333","40","35","5","0.875","5.20","-1.75","3.5","13","11","2","0.846","2.08","0.25","10","8","2","0.800","2.08","-1.10","17","16","1","0.941","1.04","-0.52","5","6","29.98","22.60"
"31","Michal Neuvirth","PHI","7","303.36666666667","141","123","18","0.872","3.56","-6.56","9.42","31","24","7","0.774","1.38","-1.63","39","29","10","0.744","1.98","-6.47","61","60","1","0.984","0.20","0.71","8","15","39.14","24.56"
"45","Edward Pasquale","T.B","3","153.55","85","74","11","0.871","4.30","-4.10","7.42","20","16","4","0.800","1.56","-0.54","25","18","7","0.720","2.74","-4.74","34","34","0","1.000","0.00","0.96","5","12","39.05","19.55"
"26","Chad Johnson","ANA","9","263.13333333333","120","104","16","0.867","3.65","-6.26","10.38","40","29","11","0.725","2.51","-4.08","30","27","3","0.900","0.68","-0.29","46","44","2","0.957","0.46","-0.71","5","15","35.94","23.69"
"5","Peter Budaj","L.A","3","59.733333333333","21","18","3","0.857","3.01","-1.30","1.37","8","7","1","0.875","1.00","0.38","3","2","1","0.667","1.00","-0.73","8","7","1","0.875","1.00","-0.78","1","2","41.24","27.00"
"8","Mike McKenna","PHI","1","42.016666666667","20","17","3","0.850","4.28","-1.38","1.61","7","5","2","0.714","2.86","-0.79","4","3","1","0.750","1.43","-0.64","7","7","0","1.000","0.00","0.20","3","0","32.65","14.33"
"64","Maxime Lagace","VGK","1","50.366666666667","26","22","4","0.846","4.77","-1.89","2.15","3","2","1","0.667","1.19","-0.48","8","6","2","0.750","2.38","-1.28","15","14","1","0.933","1.19","-0.58","0","4","31.04","20.25"
"32","Richard Bachman","VAN","1","46.7","25","21","4","0.840","5.14","-1.97","1.26","2","1","1","0.500","1.28","-0.65","8","7","1","0.875","1.28","-0.28","15","13","2","0.867","2.57","-1.58","1","2","38.56","28.00"
"74","Mike Condon","OTT","2","63.783333333333","34","28","6","0.824","5.64","-3.24","2.32","12","7","5","0.583","4.70","-2.92","11","10","1","0.909","0.94","0.00","11","11","0","1.000","0.00","0.31","1","3","31.24","16.00"
"80","Eric Comrie","WPG","1","51.85","27","22","5","0.815","5.79","-2.81","1.75","5","4","1","0.800","1.16","-0.13","7","5","2","0.714","2.31","-1.37","13","11","2","0.846","2.31","-1.63","2","5","37.93","28.00"
"92","Alex Lyon","PHI","2","58.316666666667","22","17","5","0.773","5.14","-3.21","1.82","2","0","2","0.000","2.06","-1.65","6","5","1","0.833","1.03","-0.46","13","11","2","0.846","2.06","-1.63","2","3","38.91","24.00"
"95","Michael Dipietro","VAN","1","51","20","13","7","0.650","8.24","-5.38","2.03","9","4","5","0.444","5.88","-3.44","3","3","0","1.000","0.00","0.27","8","6","2","0.750","2.35","-1.78","2","1","31.80","24.57"
