"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"89","Ben Scrivens","L.A","19","741.83333333333","342","322","20","0.942","1.62","6.83","22.83","76","69","7","0.908","0.57","6.17","91","86","5","0.945","0.40","2.63","160","154","6","0.963","0.49","-1.73","16","28","37.13","42.35"
"100","John Gibson","ANA","3","145.48333333333","66","62","4","0.939","1.65","1.18","6.46","18","16","2","0.889","0.82","1.12","14","13","1","0.929","0.41","0.17","31","30","1","0.968","0.41","-0.17","0","6","31.64","22.50"
"25","Mike McKenna","CBJ","4","159.53333333333","80","75","5","0.938","1.88","1.28","5.27","16","13","3","0.813","1.13","-0.23","17","15","2","0.882","0.75","-0.57","42","42","0","1.000","0.00","1.12","4","4","37.10","15.60"
"41","Thomas Greiss","PHX","25","1050.7166666667","498","467","31","0.938","1.77","8.07","36.25","121","106","15","0.876","0.86","5.97","130","123","7","0.946","0.40","3.90","228","219","9","0.961","0.51","-2.91","20","51","36.05","25.97"
"104","Niklas Svedberg","BOS","1","53.933333333333","32","30","2","0.938","2.22","0.51","1.78","12","10","2","0.833","2.22","0.08","7","7","0","1.000","0.00","0.59","12","12","0","1.000","0.00","0.32","2","2","31.50","27.50"
"72","Dustin Tokarski","MTL","3","116.53333333333","63","59","4","0.937","2.06","0.94","5.23","21","18","3","0.857","1.54","0.64","19","18","1","0.947","0.51","0.59","22","22","0","1.000","0.00","0.59","2","5","28.24","14.75"
"43","Anton Khudobin","CAR","36","1682.0333333333","886","829","57","0.936","2.03","12.52","71.5","243","206","37","0.848","1.32","5.11","223","208","15","0.933","0.54","3.70","400","395","5","0.988","0.18","5.69","31","83","34.42","21.75"
"60","Semyon Varlamov","COL","63","2877.9833333333","1559","1458","101","0.935","2.11","21.32","115.73","433","366","67","0.845","1.40","8.04","379","359","20","0.947","0.42","11.78","702","689","13","0.981","0.27","5.76","65","146","35.12","20.19"
"8","Roberto Luongo","FLA","14","629.85","316","295","21","0.934","2.00","3.79","23.63","75","63","12","0.840","1.14","1.00","83","79","4","0.952","0.38","2.96","156","151","5","0.968","0.48","-0.83","6","32","34.85","25.52"
"16","Ilya Bryzgalov","MIN","12","540.96666666667","198","185","13","0.934","1.44","2.54","14.09","48","41","7","0.854","0.78","1.32","52","48","4","0.923","0.44","0.36","93","91","2","0.978","0.22","0.48","7","11","36.36","23.62"
"45","Carey Price","MTL","59","2684.2333333333","1408","1315","93","0.934","2.08","17.47","104.22","340","288","52","0.847","1.16","6.93","362","330","32","0.912","0.72","-1.65","649","640","9","0.986","0.20","8.34","59","145","36.14","20.72"
"52","Chad Johnson","BOS","27","1184.3833333333","532","497","35","0.934","1.77","6.74","38.89","156","135","21","0.865","1.06","6.04","143","131","12","0.916","0.61","-0.01","208","206","2","0.990","0.10","3.56","28","45","35.48","19.14"
"83","Darcy Kuemper","MIN","26","1171.7166666667","558","521","37","0.934","1.89","6.78","36.94","107","90","17","0.841","0.87","1.54","139","126","13","0.906","0.67","-1.35","290","284","6","0.979","0.31","1.75","25","53","38.64","28.86"
"22","Drew MacIntyre","TOR","2","78.75","45","42","3","0.933","2.29","0.53","3.26","8","6","2","0.750","1.52","-0.61","18","18","0","1.000","0.00","1.51","19","18","1","0.947","0.76","-0.49","0","3","31.73","19.67"
"50","Alex Stalock","S.J","24","1007.5166666667","465","434","31","0.933","1.85","5.48","32.29","105","89","16","0.848","0.95","2.20","107","97","10","0.907","0.60","-1.03","236","231","5","0.979","0.30","1.31","17","39","36.29","23.16"
"90","Sergei Bobrovsky","CBJ","58","2563.6333333333","1282","1196","86","0.933","2.01","14.59","87.4","321","269","52","0.838","1.22","3.63","301","284","17","0.944","0.40","8.24","614","597","17","0.972","0.40","-0.59","65","100","35.68","20.84"
"49","Ben Bishop","T.B","63","2756.05","1316","1227","89","0.932","1.94","14.26","95.49","334","286","48","0.856","1.04","9.89","387","358","29","0.925","0.63","3.45","551","540","11","0.980","0.24","3.72","62","109","35.68","23.48"
"58","Jonathan Bernier","TOR","55","2418.6833333333","1376","1280","96","0.930","2.38","11.96","99.96","322","266","56","0.826","1.39","-0.19","360","332","28","0.922","0.69","2.18","644","633","11","0.983","0.27","6.21","71","98","36.62","23.82"
"71","Braden Holtby","WSH","48","2062.7166666667","1107","1029","78","0.930","2.27","8.86","79.46","263","219","44","0.833","1.28","1.58","325","303","22","0.932","0.64","5.25","486","475","11","0.977","0.32","1.99","58","80","36.00","25.35"
"19","Henrik Lundqvist","NYR","63","2898.55","1423","1322","101","0.929","2.09","10.65","114.5","421","357","64","0.848","1.32","8.96","351","327","24","0.932","0.50","5.43","599","586","13","0.978","0.27","3.00","39","121","33.70","20.18"
"57","Jhonas Enroth","BUF","28","1239.9333333333","659","612","47","0.929","2.27","4.71","49.15","168","144","24","0.857","1.16","5.12","177","164","13","0.927","0.63","1.84","307","297","10","0.967","0.48","-1.80","33","47","35.12","27.89"
"26","Kari Lehtonen","DAL","65","2966.95","1429","1326","103","0.928","2.08","9.12","114.23","409","358","51","0.875","1.03","19.88","413","379","34","0.918","0.69","0.63","571","554","17","0.970","0.34","-1.74","66","149","34.25","23.72"
"48","Jonathan Quick","L.A","49","2203.4333333333","870","807","63","0.928","1.72","5.26","68.33","238","197","41","0.828","1.12","0.25","205","191","14","0.932","0.38","3.19","397","389","8","0.980","0.22","2.61","34","90","35.11","21.67"
"97","Frederik Andersen","ANA","28","1237.9333333333","635","589","46","0.928","2.23","3.82","49.63","180","144","36","0.800","1.74","-4.80","169","161","8","0.953","0.39","6.17","261","259","2","0.992","0.10","4.97","34","54","33.57","17.63"
"23","Mike Smith","PHX","62","2788.6666666667","1394","1292","102","0.927","2.19","7.38","107.53","399","346","53","0.867","1.14","16.15","337","306","31","0.908","0.67","-2.75","605","588","17","0.972","0.37","-0.84","52","153","34.79","27.09"
"31","Corey Crawford","CHI","59","2736.1666666667","1214","1125","89","0.927","1.95","6.25","85.91","315","275","40","0.873","0.88","14.59","294","264","30","0.898","0.66","-5.35","558","539","19","0.966","0.42","-4.09","47","82","34.66","24.18"
"53","Steve Mason","PHI","61","2647.2833333333","1374","1272","102","0.926","2.31","5.81","92.34","293","238","55","0.812","1.25","-4.22","344","317","27","0.922","0.61","1.84","667","648","19","0.972","0.43","-1.18","64","133","37.88","25.37"
"88","Ben Scrivens","EDM","21","980.76666666667","580","537","43","0.926","2.63","2.51","44.8","143","116","27","0.811","1.65","-2.22","160","149","11","0.931","0.67","2.41","258","253","5","0.981","0.31","1.89","21","55","35.82","20.47"
"95","Philipp Grubauer","WSH","17","683.8","352","326","26","0.926","2.28","1.62","24.37","79","68","11","0.861","0.97","2.69","92","80","12","0.870","1.05","-4.29","169","166","3","0.982","0.26","1.52","19","32","36.97","21.42"
"12","Craig Anderson","OTT","53","2311.6333333333","1259","1164","95","0.925","2.47","3.78","88.51","314","253","61","0.806","1.58","-6.58","297","280","17","0.943","0.44","7.90","606","590","16","0.974","0.42","0.19","61","111","35.86","20.21"
"15","Ilya Bryzgalov","EDM","20","881.46666666667","480","444","36","0.925","2.45","1.66","37.73","132","115","17","0.871","1.16","5.88","118","108","10","0.915","0.68","-0.11","216","207","9","0.958","0.61","-3.23","19","42","33.92","24.31"
"32","Jimmy Howard","DET","51","2313.2833333333","1123","1039","84","0.925","2.18","4.11","77.4","299","252","47","0.843","1.22","4.82","293","265","28","0.904","0.73","-3.43","486","477","9","0.981","0.23","3.99","42","90","35.74","22.14"
"33","Jaroslav Halak","STL","40","1696.5","746","690","56","0.925","1.98","2.53","54.52","196","166","30","0.847","1.06","3.97","202","186","16","0.921","0.57","0.94","314","305","9","0.971","0.32","-0.61","38","66","34.34","23.14"
"36","Al Montoya","WPG","28","1227.3666666667","583","539","44","0.925","2.15","1.74","42.21","150","127","23","0.847","1.12","3.00","151","139","12","0.921","0.59","0.66","260","251","9","0.965","0.44","-2.05","28","49","36.81","22.95"
"87","Eddie Lack","VAN","41","1800.2333333333","825","763","62","0.925","2.07","2.73","61.13","198","164","34","0.828","1.13","0.32","232","215","17","0.927","0.57","2.45","369","359","10","0.973","0.33","-0.14","30","64","35.39","22.82"
"9","Roberto Luongo","VAN","42","1897.1666666667","932","861","71","0.924","2.25","2.13","67.13","222","179","43","0.806","1.36","-4.52","264","244","20","0.924","0.63","2.13","422","414","8","0.981","0.25","3.28","29","86","35.47","20.45"
"39","Cory Schneider","N.J","45","2117.95","826","763","63","0.924","1.78","1.81","58.92","210","172","38","0.819","1.08","-1.60","219","206","13","0.941","0.37","5.36","364","353","11","0.970","0.31","-1.27","26","54","35.05","22.63"
"65","Jonas Hiller","ANA","50","2234.8","1017","940","77","0.924","2.07","2.80","84.03","296","247","49","0.834","1.32","2.30","266","246","20","0.925","0.54","2.30","431","423","8","0.981","0.21","3.52","55","100","32.37","20.23"
"13","Ryan Miller","BUF","40","1869.4333333333","1071","988","83","0.923","2.66","1.03","76.8","283","232","51","0.820","1.64","-1.95","288","263","25","0.913","0.80","-0.85","480","473","7","0.985","0.22","5.82","62","76","34.94","21.36"
"35","Brian Elliott","STL","31","1287.05","534","493","41","0.923","1.91","0.90","38.81","121","101","20","0.835","0.93","0.97","144","133","11","0.924","0.51","1.07","248","238","10","0.960","0.47","-3.37","31","39","35.00","25.10"
"40","Justin Peters","CAR","21","954.6","494","456","38","0.923","2.39","0.76","39.13","132","105","27","0.795","1.70","-4.12","135","127","8","0.941","0.50","3.32","208","205","3","0.986","0.19","2.56","19","53","34.71","21.74"
"92","Mark Visentin","PHX","1","52.65","26","24","2","0.923","2.28","0.04","1.24","4","3","1","0.750","1.14","-0.31","10","10","0","1.000","0.00","0.84","12","11","1","0.917","1.14","-0.68","2","4","37.96","24.50"
"10","Scott Clemmensen","FLA","17","697.43333333333","344","317","27","0.922","2.32","-0.01","25.92","90","74","16","0.822","1.38","-0.40","98","90","8","0.918","0.69","0.22","146","143","3","0.979","0.26","0.90","17","31","36.73","30.63"
"56","James Reimer","TOR","36","1415.8166666667","860","793","67","0.922","2.84","0.48","62.74","192","162","30","0.844","1.27","3.28","211","186","25","0.882","1.06","-7.31","433","421","12","0.972","0.51","-0.43","48","69","37.79","28.43"
"6","Jean-Sebastien Giguere","COL","22","965.88333333333","470","433","37","0.921","2.30","-0.12","37.97","137","110","27","0.803","1.68","-3.26","118","112","6","0.949","0.37","3.89","194","190","4","0.979","0.25","1.18","16","49","33.90","18.19"
"30","Marc-Andre Fleury","PIT","64","2991.2","1354","1244","110","0.919","2.21","-3.76","99.23","327","269","58","0.823","1.16","-1.33","331","295","36","0.891","0.72","-8.25","638","623","15","0.976","0.30","2.05","60","134","36.24","22.25"
"21","Ray Emery","PHI","28","1040.7","535","491","44","0.918","2.54","-2.02","39.99","131","110","21","0.840","1.21","1.70","147","134","13","0.912","0.75","-0.68","243","233","10","0.959","0.58","-3.51","26","33","34.35","25.05"
"34","Jaroslav Halak","WSH","12","564.9","293","269","24","0.918","2.55","-1.01","20.25","54","45","9","0.833","0.96","0.36","79","67","12","0.848","1.27","-5.38","153","150","3","0.980","0.32","1.09","10","23","38.32","31.42"
"67","Antti Niemi","S.J","64","2929.8","1343","1233","110","0.918","2.25","-4.63","96.99","315","250","65","0.794","1.33","-10.41","361","334","27","0.925","0.55","3.27","617","600","17","0.972","0.35","-0.51","55","116","36.41","25.11"
"78","Anders Nilsson","NYI","19","847.68333333333","400","367","33","0.918","2.34","-1.62","35.2","128","104","24","0.813","1.70","-1.82","110","105","5","0.955","0.35","4.22","148","144","4","0.973","0.28","-0.05","25","30","33.00","17.24"
"20","Peter Budaj","MTL","24","1016.7833333333","472","433","39","0.917","2.30","-1.97","37.03","116","92","24","0.793","1.42","-3.90","138","129","9","0.935","0.53","2.57","206","201","5","0.976","0.30","0.50","23","45","35.17","23.90"
"42","Karri Ramo","CGY","40","1747.0333333333","868","796","72","0.917","2.47","-3.90","66.58","242","198","44","0.818","1.51","-2.06","219","199","20","0.909","0.69","-1.64","381","373","8","0.979","0.27","2.18","48","76","34.00","21.89"
"74","Joacim Eriksson","VAN","1","22.033333333333","12","11","1","0.917","2.72","-0.06","0.97","3","2","1","0.667","2.72","-0.48","3","3","0","1.000","0.00","0.25","6","6","0","1.000","0.00","0.16","1","3","29.42","10.00"
"85","Carter Hutton","NSH","40","1683.5","811","744","67","0.917","2.39","-3.37","55.27","160","122","38","0.763","1.35","-10.27","240","219","21","0.913","0.75","-0.88","381","373","8","0.979","0.29","2.18","29","62","36.35","21.25"
"5","Evgeni Nabokov","NYI","40","1761.5833333333","859","786","73","0.915","2.49","-5.60","74.71","301","246","55","0.817","1.87","-2.83","219","207","12","0.945","0.41","6.36","305","299","6","0.980","0.20","2.15","46","83","32.41","21.19"
"29","Cam Ward","CAR","30","1295.7833333333","648","593","55","0.915","2.55","-4.16","50.03","162","133","29","0.821","1.34","-0.92","161","146","15","0.907","0.69","-1.50","304","294","10","0.967","0.46","-1.88","29","61","34.85","24.25"
"79","Robin Lehner","OTT","36","1455.7166666667","839","768","71","0.915","2.93","-5.17","58.79","218","184","34","0.844","1.40","3.78","195","171","24","0.877","0.99","-7.65","394","381","13","0.967","0.54","-2.47","27","68","35.26","18.85"
"14","Ryan Miller","STL","19","848.9","359","328","31","0.914","2.19","-2.83","24.85","76","57","19","0.750","1.34","-5.83","100","91","9","0.910","0.64","-0.62","166","163","3","0.982","0.21","1.44","20","19","34.78","20.45"
"27","Curtis McElhinney","CBJ","28","1113.1666666667","522","477","45","0.914","2.43","-4.04","33.57","105","84","21","0.800","1.13","-2.80","124","111","13","0.895","0.70","-2.60","274","263","11","0.960","0.59","-3.68","22","43","37.45","26.09"
"59","Jeff Zatkoff","PIT","20","913.76666666667","430","393","37","0.914","2.43","-3.26","30.27","101","83","18","0.822","1.18","-0.50","107","95","12","0.888","0.79","-3.03","209","203","6","0.971","0.39","-0.42","21","34","36.21","27.19"
"75","Anders Lindback","T.B","23","1056.6166666667","443","405","38","0.914","2.16","-3.24","34.4","109","87","22","0.798","1.25","-3.11","144","132","12","0.917","0.68","0.07","178","174","4","0.978","0.23","0.76","29","38","35.57","23.53"
"51","Niklas Backstrom","MIN","21","845.08333333333","402","367","35","0.913","2.48","-3.46","28.85","98","78","20","0.796","1.42","-3.02","98","89","9","0.908","0.64","-0.78","191","186","5","0.974","0.35","0.10","19","38","36.83","26.60"
"84","Jonas Gustavsson","DET","27","1182.6666666667","549","501","48","0.913","2.44","-4.92","35.75","128","97","31","0.758","1.57","-8.82","115","105","10","0.913","0.51","-0.36","285","278","7","0.975","0.36","0.61","14","41","37.57","22.38"
"102","Viktor Fasth","ANA","5","240.31666666667","103","94","9","0.913","2.25","-0.92","7.7","31","25","6","0.806","1.50","-0.63","20","17","3","0.850","0.75","-1.32","48","48","0","1.000","0.00","1.28","6","8","33.64","20.11"
"4","Tim Thomas","FLA","40","1807.2833333333","920","839","81","0.912","2.69","-8.82","63.87","234","184","50","0.786","1.66","-9.45","264","241","23","0.913","0.76","-0.87","401","393","8","0.980","0.27","2.71","31","81","35.40","23.59"
"96","Petr Mrazek","DET","9","358.16666666667","148","135","13","0.912","2.18","-1.39","11.2","43","34","9","0.791","1.51","-1.55","39","36","3","0.923","0.50","0.27","64","63","1","0.984","0.17","0.71","6","13","33.73","19.77"
"62","Michal Neuvirth","WSH","13","566.63333333333","279","254","25","0.910","2.65","-3.11","19.23","71","61","10","0.859","1.06","2.31","76","66","10","0.868","1.06","-3.63","126","121","5","0.960","0.53","-1.63","12","18","34.83","25.60"
"106","Marek Mazanec","NSH","25","1097.05","524","477","47","0.910","2.57","-5.89","36.33","112","91","21","0.813","1.15","-1.59","141","126","15","0.894","0.82","-3.18","248","238","10","0.960","0.55","-3.37","24","31","36.38","25.62"
"47","Ondrej Pavelec","WPG","57","2509.7666666667","1262","1147","115","0.909","2.75","-15.98","98.46","330","258","72","0.782","1.72","-14.81","307","284","23","0.925","0.55","2.74","570","550","20","0.965","0.48","-4.77","58","110","35.24","21.60"
"80","Matt Hackett","BUF","8","334.28333333333","175","159","16","0.909","2.87","-2.27","12.14","40","31","9","0.775","1.62","-2.07","46","42","4","0.913","0.72","-0.14","81","78","3","0.963","0.54","-0.84","3","14","37.82","20.31"
"54","Reto Berra","CGY","29","1352.65","643","584","59","0.908","2.62","-8.55","47.08","164","138","26","0.841","1.15","2.42","171","153","18","0.895","0.80","-3.66","291","276","15","0.948","0.67","-7.22","23","44","33.30","24.14"
"98","Nathan Lieuwen","BUF","7","305.03333333333","163","148","15","0.908","2.95","-2.21","14.9","47","41","6","0.872","1.18","2.15","37","33","4","0.892","0.79","-0.90","72","69","3","0.958","0.59","-1.08","6","24","35.41","32.67"
"38","Devan Dubnyk","NSH","2","100.6","53","48","5","0.906","2.98","-0.84","2.85","13","11","2","0.846","1.19","0.25","10","9","1","0.900","0.60","-0.16","28","26","2","0.929","1.19","-1.25","0","2","36.00","30.80"
"1","Martin Brodeur","N.J","39","1824.3","740","669","71","0.904","2.34","-12.94","49.4","156","128","28","0.821","0.92","-0.96","217","194","23","0.894","0.76","-4.81","330","310","20","0.939","0.66","-11.18","19","35","36.32","26.11"
"17","Dan Ellis","DAL","14","528.48333333333","254","229","25","0.902","2.84","-5.07","20.15","72","58","14","0.806","1.59","-1.52","63","57","6","0.905","0.68","-0.72","114","109","5","0.956","0.57","-1.95","17","28","35.35","27.88"
"73","Kevin Poulin","NYI","28","1280.8666666667","662","597","65","0.902","3.04","-13.06","50.02","183","143","40","0.781","1.87","-8.28","176","160","16","0.909","0.75","-1.24","287","279","8","0.972","0.37","-0.33","40","48","34.05","23.08"
"37","Devan Dubnyk","EDM","32","1292.85","670","604","66","0.901","3.06","-13.43","51.64","179","144","35","0.804","1.62","-3.98","179","161","18","0.899","0.84","-2.99","300","287","13","0.957","0.60","-4.98","32","61","34.54","24.65"
"63","Richard Bachman","EDM","3","107.85","71","64","7","0.901","3.89","-1.43","5.36","20","15","5","0.750","2.78","-1.53","19","17","2","0.895","1.11","-0.41","32","32","0","1.000","0.00","0.85","2","8","35.03","17.71"
"3","Tim Thomas","DAL","8","292.8","150","135","15","0.900","3.07","-3.23","10.55","40","31","9","0.775","1.84","-2.07","23","20","3","0.870","0.61","-1.07","78","75","3","0.962","0.61","-0.92","5","13","37.84","24.53"
"82","Connor Knapp","BUF","2","56.283333333333","20","18","2","0.900","2.13","-0.43","1.32","3","3","0","1.000","0.00","0.52","6","6","0","1.000","0.00","0.50","10","8","2","0.800","2.13","-1.73","2","1","41.45","36.00"
"24","Joey MacDonald","CGY","11","485.6","218","196","22","0.899","2.72","-4.90","17.91","69","52","17","0.754","2.10","-5.04","44","41","3","0.932","0.37","0.69","95","93","2","0.979","0.25","0.54","12","22","34.06","17.50"
"44","Pekka Rinne","NSH","24","1101.0833333333","523","470","53","0.899","2.89","-11.96","33.99","117","87","30","0.744","1.63","-9.72","125","107","18","0.856","0.98","-7.52","261","256","5","0.981","0.27","1.97","25","25","35.12","18.49"
"103","Viktor Fasth","EDM","7","296.93333333333","148","133","15","0.899","3.03","-3.39","12.29","44","36","8","0.818","1.62","-0.37","35","32","3","0.914","0.61","-0.07","63","59","4","0.937","0.81","-2.32","4","15","36.63","24.40"
"11","Jason LaBarbera","EDM","7","278.21666666667","105","94","11","0.895","2.37","-2.76","7.65","26","22","4","0.846","0.86","0.51","32","28","4","0.875","0.86","-1.32","44","41","3","0.932","0.65","-1.82","6","7","36.28","28.00"
"108","Antti Raanta","CHI","25","1091","458","410","48","0.895","2.64","-12.06","36.05","130","105","25","0.808","1.37","-2.47","115","99","16","0.861","0.88","-6.36","200","193","7","0.965","0.38","-1.66","15","36","33.02","19.04"
"93","Jack Campbell","DAL","1","44.25","27","24","3","0.889","4.07","-0.88","2.2","8","6","2","0.750","2.71","-0.61","10","9","1","0.900","1.36","-0.16","9","9","0","1.000","0.00","0.24","1","3","26.37","15.67"
"68","Jacob Markstrom","FLA","12","489.4","226","200","26","0.885","3.19","-8.27","17.27","54","41","13","0.759","1.59","-3.64","72","64","8","0.889","0.98","-1.96","98","93","5","0.949","0.61","-2.38","10","21","33.69","21.85"
"81","Joni Ortio","CGY","9","404.26666666667","159","140","19","0.881","2.82","-6.52","13.45","57","42","15","0.737","2.23","-5.12","34","32","2","0.941","0.30","0.85","64","62","2","0.969","0.30","-0.29","7","15","31.16","16.68"
"69","Jacob Markstrom","VAN","4","161.66666666667","60","52","8","0.867","2.97","-3.29","6.09","24","18","6","0.750","2.23","-1.84","17","15","2","0.882","0.74","-0.57","19","19","0","1.000","0.00","0.51","7","7","30.18","17.50"
"7","Martin Biron","NYR","2","55.716666666667","33","28","5","0.848","5.38","-2.41","3.07","12","7","5","0.583","5.38","-2.92","5","5","0","1.000","0.00","0.42","15","15","0","1.000","0.00","0.40","0","4","33.85","9.60"
"64","Cedrick Desjardins","T.B","1","17.8","13","11","2","0.846","6.74","-0.98","0.99","4","2","2","0.500","6.74","-1.31","7","7","0","1.000","0.00","0.59","2","2","0","1.000","0.00","0.05","1","1","32.08","17.50"
"101","Calvin Heeter","PHI","1","49.25","26","22","4","0.846","4.87","-1.96","1.42","3","2","1","0.667","1.22","-0.48","9","7","2","0.778","2.44","-1.25","10","10","0","1.000","0.00","0.27","1","1","50.92","62.50"
"2","Nikolai Khabibulin","CHI","4","129.56666666667","56","47","9","0.839","4.17","-4.61","3.6","17","14","3","0.824","1.39","-0.05","14","9","5","0.643","2.32","-3.83","24","23","1","0.958","0.46","-0.36","4","2","35.00","25.00"
"18","Dan Ellis","FLA","6","275.75","133","111","22","0.835","4.79","-11.56","12.36","51","39","12","0.765","2.61","-3.16","34","27","7","0.794","1.52","-4.15","48","45","3","0.938","0.65","-1.72","3","20","28.80","21.41"
"105","Cristopher Nilstorp","DAL","1","28.616666666667","12","10","2","0.833","4.19","-1.06","1.19","6","4","2","0.667","4.19","-0.96","0","0","0","-","0.00","0.00","6","6","0","1.000","0.00","0.16","1","2","25.00","8.00"
"55","Reto Berra","COL","2","62.916666666667","29","24","5","0.828","4.77","-2.72","2.84","13","10","3","0.769","2.86","-0.75","7","7","0","1.000","0.00","0.59","9","7","2","0.778","1.91","-1.76","1","2","24.41","25.80"
"76","Nathan Lawson","OTT","1","9.8666666666667","8","6","2","0.750","12.16","-1.37","0.39","2","0","2","0.000","12.16","-1.65","0","0","0","-","0.00","0.00","4","4","0","1.000","0.00","0.11","1","0","42.63","8.50"
"94","Sami Aittokallio","COL","1","29.916666666667","12","9","3","0.750","6.02","-2.06","1.16","3","1","2","0.333","4.01","-1.48","4","4","0","1.000","0.00","0.34","5","4","1","0.800","2.01","-0.87","0","3","34.75","28.67"
"91","Kent Simpson","CHI","1","20","7","5","2","0.714","6.00","-1.45","0.51","1","1","0","1.000","0.00","0.17","2","0","2","0.000","6.00","-1.83","4","4","0","1.000","0.00","0.11","0","0","38.14","30.00"
