"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"95","Troy Grosenick","S.J","2","97.966666666667","51","48","3","0.941","1.84","0.94","4.5","15","13","2","0.867","1.22","0.56","7","7","0","1.000","0.00","0.58","28","27","1","0.964","0.61","-0.25","3","10","34.84","22.67"
"25","Devan Dubnyk","MIN","39","1863.6166666667","829","779","50","0.940","1.61","14.02","55.21","173","145","28","0.838","0.90","1.49","227","214","13","0.943","0.42","5.69","403","395","8","0.980","0.26","2.74","35","55","37.08","23.26"
"50","Richard Bachman","EDM","6","277.15","144","135","9","0.938","1.95","2.12","12.54","42","35","7","0.833","1.52","0.16","35","33","2","0.943","0.43","0.88","61","61","0","1.000","0.00","1.63","4","14","36.01","13.33"
"93","Andrey Makarov","BUF","1","47.916666666667","32","30","2","0.938","2.50","0.47","3.19","11","10","1","0.909","1.25","0.87","8","7","1","0.875","1.25","-0.34","13","13","0","1.000","0.00","0.35","2","1","28.53","21.00"
"6","Craig Anderson","OTT","35","1597.9166666667","856","802","54","0.937","2.03","12.11","56.51","180","150","30","0.833","1.13","0.68","213","200","13","0.939","0.49","4.54","434","423","11","0.975","0.41","0.57","27","64","36.45","23.56"
"69","Jonas Gustavsson","DET","7","246.6","111","104","7","0.937","1.70","1.57","7.87","25","19","6","0.760","1.46","-1.74","33","32","1","0.970","0.24","1.72","50","50","0","1.000","0.00","1.33","5","6","35.83","13.43"
"82","Keith Kinkaid","N.J","19","715.06666666667","365","342","23","0.937","1.93","5.19","26.59","90","79","11","0.878","0.92","4.34","97","89","8","0.918","0.67","-0.01","167","163","4","0.976","0.34","0.45","13","26","34.13","20.13"
"31","Pekka Rinne","NSH","64","3075.85","1441","1349","92","0.936","1.79","19.29","94.57","306","256","50","0.837","0.98","2.16","338","311","27","0.920","0.53","0.83","740","725","15","0.980","0.29","4.73","48","100","37.19","21.97"
"26","Cory Schneider","N.J","69","3159.1166666667","1508","1409","99","0.934","1.88","17.46","106.1","393","336","57","0.855","1.08","9.99","397","372","25","0.937","0.47","7.69","668","651","17","0.975","0.32","0.81","67","95","35.66","24.62"
"46","Jeff Zatkoff","PIT","1","32.133333333333","15","14","1","0.933","1.87","0.16","1.02","1","1","0","1.000","0.00","0.17","9","8","1","0.889","1.87","-0.26","5","5","0","1.000","0.00","0.13","2","1","39.73","26.00"
"48","Michal Neuvirth","BUF","27","1226.5166666667","728","679","49","0.933","2.40","7.22","53.75","174","149","25","0.856","1.22","4.66","202","183","19","0.906","0.93","-2.37","334","329","5","0.985","0.24","3.90","21","45","35.51","22.49"
"3","Roberto Luongo","FLA","61","2781.55","1316","1226","90","0.932","1.94","11.63","87.94","283","244","39","0.862","0.84","9.24","334","303","31","0.907","0.67","-3.49","658","639","19","0.971","0.41","-1.46","46","100","37.90","24.61"
"4","Scott Clemmensen","N.J","3","69.216666666667","29","27","2","0.931","1.73","0.24","1.95","8","8","0","1.000","0.00","1.36","11","9","2","0.818","1.73","-1.09","9","9","0","1.000","0.00","0.24","2","0","31.07","39.00"
"33","Tuukka Rask","BOS","70","3266.7166666667","1606","1495","111","0.931","2.04","13.03","105.52","339","273","66","0.805","1.21","-8.22","426","396","30","0.930","0.55","5.08","772","757","15","0.981","0.28","5.58","73","122","38.19","22.95"
"41","Reto Berra","COL","19","597.45","320","298","22","0.931","2.21","2.71","23.5","83","71","12","0.855","1.21","2.15","81","75","6","0.926","0.60","0.67","147","143","4","0.973","0.40","-0.08","11","30","36.38","27.50"
"80","Petr Mrazek","DET","29","1231.9666666667","549","511","38","0.931","1.85","4.40","38.66","128","105","23","0.820","1.12","-1.18","151","142","9","0.940","0.44","3.43","246","240","6","0.976","0.29","0.56","24","36","35.81","25.39"
"11","Henrik Lundqvist","NYR","46","2224.85","1070","995","75","0.930","2.02","7.64","83.9","297","247","50","0.832","1.35","0.62","243","228","15","0.938","0.40","5.01","493","484","9","0.982","0.24","4.14","49","94","34.20","22.00"
"19","Corey Crawford","CHI","57","2660.7833333333","1351","1257","94","0.930","2.12","10.34","99.49","363","304","59","0.837","1.33","2.87","340","314","26","0.924","0.59","2.00","614","606","8","0.987","0.18","8.37","50","118","34.02","20.37"
"34","Ondrej Pavelec","WPG","50","2123","970","902","68","0.930","1.92","6.91","74.93","257","215","42","0.837","1.19","1.81","267","247","20","0.925","0.57","1.99","408","403","5","0.988","0.14","5.88","64","72","34.52","20.43"
"71","Cam Talbot","NYR","36","1689.4166666667","876","815","61","0.930","2.17","6.65","70.64","260","223","37","0.858","1.31","7.32","181","168","13","0.928","0.46","1.91","405","394","11","0.973","0.39","-0.20","30","65","33.82","22.52"
"24","Devan Dubnyk","ARI","19","815.16666666667","410","381","29","0.929","2.13","2.66","30.22","107","94","13","0.879","0.96","5.24","90","79","11","0.878","0.81","-3.59","200","195","5","0.975","0.37","0.33","15","43","36.44","26.14"
"59","Braden Holtby","WSH","73","3343.8333333333","1530","1422","108","0.929","1.94","10.16","107.26","393","338","55","0.860","0.99","11.99","355","322","33","0.907","0.59","-3.77","695","676","19","0.973","0.34","-0.47","73","112","37.42","25.89"
"35","Jonathan Quick","L.A","72","3348.2","1454","1349","105","0.928","1.88","7.29","106.29","355","298","57","0.839","1.02","3.51","386","350","36","0.907","0.65","-4.21","649","637","12","0.982","0.22","5.30","78","126","35.72","20.86"
"51","Jonas Hiller","CGY","52","2307.5666666667","1151","1067","84","0.927","2.18","4.89","90.25","301","257","44","0.854","1.14","7.31","304","282","22","0.928","0.57","3.03","505","487","18","0.964","0.47","-4.54","59","93","34.15","26.51"
"62","Anders Lindback","BUF","16","742.4","436","404","32","0.927","2.59","1.67","27.46","91","73","18","0.802","1.45","-2.49","120","112","8","0.933","0.65","1.88","219","213","6","0.973","0.48","-0.16","17","21","36.97","24.72"
"89","Andrei Vasilevskiy","T.B","16","705.26666666667","331","307","24","0.927","2.04","1.56","24.07","86","77","9","0.895","0.77","5.66","107","98","9","0.916","0.77","-0.19","124","118","6","0.952","0.51","-2.69","16","22","35.01","27.83"
"18","Marc-Andre Fleury","PIT","64","2934.0833333333","1358","1258","100","0.926","2.04","4.88","101.77","386","325","61","0.842","1.25","4.79","322","294","28","0.913","0.57","-1.48","591","580","11","0.981","0.22","4.75","70","129","34.79","22.29"
"22","Brian Elliott","STL","46","2017.15","903","836","67","0.926","1.99","2.74","62.98","208","167","41","0.803","1.22","-5.55","279","265","14","0.950","0.42","8.98","382","370","12","0.969","0.36","-1.82","39","65","34.64","23.42"
"58","Michael Hutchinson","WPG","38","1666.95","739","684","55","0.926","1.98","2.07","55.24","176","145","31","0.824","1.12","-1.00","192","174","18","0.906","0.65","-2.19","340","334","6","0.982","0.22","3.06","24","63","35.97","20.64"
"75","Sergei Bobrovsky","CBJ","51","2323.9","1196","1106","90","0.925","2.32","2.37","82.34","298","247","51","0.829","1.32","-0.21","324","301","23","0.929","0.59","3.68","533","518","15","0.972","0.39","-0.79","47","78","35.21","21.02"
"87","Niklas Svedberg","BOS","18","742.8","333","308","25","0.925","2.02","0.72","22.52","88","73","15","0.830","1.21","0.00","94","87","7","0.926","0.57","0.74","138","136","2","0.986","0.16","1.68","16","24","37.58","32.72"
"85","John Gibson","ANA","23","1069.6","540","499","41","0.924","2.30","0.70","37.62","120","94","26","0.783","1.46","-5.55","133","119","14","0.895","0.79","-3.05","265","264","1","0.996","0.06","6.06","26","32","35.12","19.98"
"21","Jaroslav Halak","NYI","59","2854.6333333333","1316","1214","102","0.922","2.14","-0.37","111.12","437","379","58","0.867","1.22","16.49","354","324","30","0.915","0.63","-0.85","461","448","13","0.972","0.27","-0.71","76","103","32.44","22.46"
"28","Thomas Greiss","PIT","20","894.08333333333","384","354","30","0.922","2.01","-0.34","27.73","99","85","14","0.859","0.94","2.87","101","90","11","0.891","0.74","-2.68","168","163","5","0.970","0.34","-0.52","18","35","35.89","25.33"
"45","Jonathan Bernier","TOR","58","2452.6666666667","1291","1190","101","0.922","2.47","-1.30","100.28","313","266","47","0.850","1.15","6.35","363","332","31","0.915","0.76","-1.11","578","555","23","0.960","0.56","-7.59","66","102","35.49","26.40"
"54","Antti Niemi","S.J","61","2888.0333333333","1422","1311","111","0.922","2.31","-1.18","106.56","351","283","68","0.806","1.41","-8.17","362","335","27","0.925","0.56","2.81","654","638","16","0.976","0.33","1.43","74","142","36.29","20.64"
"20","Jimmy Howard","DET","53","2288.9","1016","936","80","0.921","2.10","-1.53","69.37","255","211","44","0.827","1.15","-0.53","226","207","19","0.916","0.50","-0.39","495","479","16","0.968","0.42","-2.80","33","67","36.91","25.05"
"72","Eddie Lack","VAN","41","1817.5833333333","909","837","72","0.921","2.38","-1.80","68.94","273","219","54","0.802","1.78","-7.47","231","220","11","0.952","0.36","8.02","377","370","7","0.981","0.23","3.05","27","79","33.08","18.24"
"81","Frederik Andersen","ANA","54","2418.1166666667","1100","1013","87","0.921","2.16","-2.05","88.04","303","251","52","0.828","1.29","-0.35","275","255","20","0.927","0.50","2.65","464","449","15","0.968","0.37","-2.63","51","98","34.66","23.28"
"1","Martin Brodeur","STL","7","284.1","137","126","11","0.920","2.32","-0.42","9.82","28","24","4","0.857","0.84","0.77","47","41","6","0.872","1.27","-2.13","56","56","0","1.000","0.00","1.49","10","12","35.52","25.00"
"36","Ben Bishop","T.B","62","2696.95","1174","1080","94","0.920","2.09","-3.33","83.52","305","251","54","0.823","1.20","-2.01","320","292","28","0.913","0.62","-1.65","519","507","12","0.977","0.27","1.84","69","103","36.26","22.48"
"57","Jake Allen","STL","37","1637.3666666667","701","645","56","0.920","2.05","-1.86","55.41","181","156","25","0.862","0.92","5.85","220","201","19","0.914","0.70","-0.88","276","264","12","0.957","0.44","-4.64","49","65","32.91","24.75"
"5","Jason LaBarbera","ANA","5","157.73333333333","73","67","6","0.918","2.28","-0.36","4.43","15","12","3","0.800","1.14","-0.44","15","15","0","1.000","0.00","1.24","38","35","3","0.921","1.14","-1.99","7","8","39.59","20.33"
"29","Karri Ramo","CGY","34","1416.1333333333","699","642","57","0.918","2.42","-3.02","53.59","200","166","34","0.830","1.44","0.09","183","169","14","0.923","0.59","1.07","288","279","9","0.969","0.38","-1.32","45","62","33.80","19.11"
"47","Semyon Varlamov","COL","57","2624.55","1398","1284","114","0.918","2.61","-6.03","108.56","374","309","65","0.826","1.49","-1.25","345","318","27","0.922","0.62","1.41","642","620","22","0.966","0.50","-4.89","45","144","35.46","25.18"
"43","Jhonas Enroth","BUF","37","1778.15","984","902","82","0.917","2.77","-6.01","75.8","275","225","50","0.818","1.69","-3.13","237","223","14","0.941","0.47","5.52","452","435","17","0.962","0.57","-4.95","44","75","35.33","24.15"
"64","Martin Jones","L.A","15","625.4","249","228","21","0.916","2.01","-1.77","18.87","57","45","12","0.789","1.15","-2.28","81","76","5","0.938","0.48","1.67","104","100","4","0.962","0.38","-1.23","5","21","34.62","23.19"
"10","Dan Ellis","FLA","8","381.71666666667","176","161","15","0.915","2.36","-1.41","12.88","39","33","6","0.846","0.94","0.65","55","53","2","0.964","0.31","2.53","76","69","7","0.908","1.10","-4.97","11","7","34.84","29.87"
"8","Ryan Miller","VAN","45","2020.2666666667","955","873","82","0.914","2.44","-8.25","73.02","246","207","39","0.841","1.16","2.93","255","224","31","0.878","0.92","-10.00","418","406","12","0.971","0.36","-0.86","40","86","35.29","24.39"
"15","Kari Lehtonen","DAL","65","2873.4666666667","1434","1311","123","0.914","2.57","-12.25","111.62","379","307","72","0.810","1.50","-7.40","395","361","34","0.914","0.71","-1.47","612","595","17","0.972","0.35","-0.69","68","146","34.82","22.23"
"79","Louis Domingue","ARI","7","251.7","116","106","10","0.914","2.38","-1.04","9.63","34","29","5","0.853","1.19","0.80","33","29","4","0.879","0.95","-1.28","45","44","1","0.978","0.24","0.20","6","12","32.86","21.30"
"12","Ray Emery","PHI","31","1217.5","572","522","50","0.913","2.46","-5.82","42.7","167","135","32","0.808","1.58","-3.53","115","100","15","0.870","0.74","-5.53","267","264","3","0.989","0.15","4.12","22","72","34.95","20.58"
"16","Curtis McElhinney","CBJ","32","1342.8166666667","735","671","64","0.913","2.86","-7.24","53.47","200","160","40","0.800","1.79","-5.91","168","150","18","0.893","0.80","-4.17","335","329","6","0.982","0.27","2.93","29","68","35.57","20.16"
"17","Cam Ward","CAR","51","2453.25","1101","1005","96","0.913","2.35","-10.97","85.16","273","220","53","0.806","1.30","-6.47","299","271","28","0.906","0.68","-3.38","496","481","15","0.970","0.37","-1.78","38","102","35.13","22.61"
"42","James Reimer","TOR","35","1400.5","801","731","70","0.913","3.00","-8.14","60.14","217","183","34","0.843","1.46","2.99","215","191","24","0.888","1.03","-6.29","342","331","11","0.968","0.47","-1.88","44","63","35.69","24.24"
"13","Mike Smith","ARI","62","2842.0333333333","1491","1360","131","0.912","2.77","-15.85","107.08","395","317","78","0.803","1.65","-10.67","402","367","35","0.913","0.74","-1.90","647","630","17","0.974","0.36","0.25","66","126","35.01","22.09"
"60","Dustin Tokarski","MTL","17","766.56666666667","380","346","34","0.911","2.66","-4.65","28.97","97","75","22","0.773","1.72","-5.47","105","97","8","0.924","0.63","0.65","161","157","4","0.975","0.31","0.29","15","32","34.52","19.88"
"37","Alex Stalock","S.J","22","1004.4666666667","457","416","41","0.910","2.45","-5.71","36.5","136","108","28","0.794","1.67","-4.82","130","119","11","0.915","0.66","-0.29","181","179","2","0.989","0.12","2.83","21","42","32.32","18.68"
"65","Robin Lehner","OTT","25","1143.9166666667","615","559","56","0.909","2.94","-8.50","41.41","151","125","26","0.828","1.36","-0.26","139","123","16","0.885","0.84","-4.55","308","294","14","0.955","0.73","-5.79","25","51","36.07","23.88"
"44","Jhonas Enroth","DAL","13","522.08333333333","218","198","20","0.908","2.30","-3.16","16.01","52","38","14","0.731","1.61","-5.14","49","45","4","0.918","0.46","0.04","107","105","2","0.981","0.23","0.85","10","21","37.44","18.75"
"68","Darcy Kuemper","MIN","31","1216.3666666667","582","528","54","0.907","2.66","-9.05","40.09","127","101","26","0.795","1.28","-4.35","141","123","18","0.872","0.89","-6.39","288","278","10","0.965","0.49","-2.32","21","52","37.44","23.83"
"70","Carter Hutton","NSH","18","787.51666666667","339","307","32","0.906","2.44","-5.82","25.38","83","69","14","0.831","1.07","0.15","94","84","10","0.894","0.76","-2.26","152","144","8","0.947","0.61","-3.95","23","24","35.49","23.69"
"66","Matt Hackett","BUF","5","202.25","126","114","12","0.905","3.56","-2.27","9.59","28","22","6","0.786","1.78","-1.23","39","35","4","0.897","1.19","-0.79","58","56","2","0.966","0.59","-0.45","3","12","34.96","27.42"
"30","Anton Khudobin","CAR","34","1561.3666666667","711","642","69","0.903","2.65","-14.09","60.12","229","179","50","0.782","1.92","-10.97","182","172","10","0.945","0.38","4.99","281","272","9","0.968","0.35","-1.51","30","72","32.78","17.91"
"39","Chad Johnson","NYI","19","844.03333333333","403","363","40","0.901","2.84","-8.88","31.37","106","83","23","0.783","1.64","-4.93","115","106","9","0.922","0.64","0.47","169","161","8","0.953","0.57","-3.49","21","45","34.69","21.80"
"74","Ben Scrivens","EDM","57","2642.15","1257","1131","126","0.900","2.86","-28.92","96.94","310","246","64","0.794","1.45","-11.16","381","347","34","0.911","0.77","-2.62","532","505","27","0.949","0.61","-12.82","54","121","35.42","25.50"
"67","Joni Ortio","CGY","6","275.76666666667","127","114","13","0.898","2.83","-3.19","9.76","33","29","4","0.879","0.87","1.62","35","29","6","0.829","1.31","-3.12","50","47","3","0.940","0.65","-1.67","8","7","33.97","26.92"
"2","Evgeni Nabokov","T.B","11","441.8","182","163","19","0.896","2.58","-4.94","14.34","49","40","9","0.816","1.22","-0.65","52","46","6","0.885","0.81","-1.72","80","76","4","0.950","0.54","-1.87","4","21","31.98","24.37"
"23","Al Montoya","FLA","20","765.2","365","327","38","0.896","2.98","-9.81","29.23","97","78","19","0.804","1.49","-2.47","98","85","13","0.867","1.02","-4.93","162","156","6","0.963","0.47","-1.68","16","36","35.03","23.32"
"86","Viktor Fasth","EDM","26","1078.25","547","490","57","0.896","3.17","-14.76","45.5","161","133","28","0.826","1.56","-0.56","134","117","17","0.873","0.95","-5.97","234","223","11","0.953","0.61","-4.76","29","56","34.60","25.63"
"7","Rob Zepp","PHI","10","420.3","171","152","19","0.889","2.71","-5.79","13.89","40","31","9","0.775","1.28","-2.18","34","28","6","0.824","0.86","-3.20","95","91","4","0.958","0.57","-1.47","8","20","37.20","25.37"
"27","Justin Peters","WSH","12","512.83333333333","230","204","26","0.887","3.04","-8.24","16.81","67","52","15","0.776","1.75","-3.58","57","49","8","0.860","0.94","-3.31","92","90","2","0.978","0.23","0.45","10","15","36.88","28.04"
"38","Niklas Backstrom","MIN","19","779.18333333333","342","303","39","0.886","3.00","-12.59","24.59","79","58","21","0.734","1.62","-7.53","91","79","12","0.868","0.92","-4.51","163","158","5","0.969","0.39","-0.65","16","37","35.41","25.64"
"9","Ilya Bryzgalov","ANA","8","275.71666666667","122","108","14","0.885","3.05","-4.58","8.91","28","21","7","0.750","1.52","-2.23","40","34","6","0.850","1.31","-2.71","48","47","1","0.979","0.22","0.28","6","9","37.20","23.36"
"63","Anders Lindback","DAL","10","393.73333333333","190","168","22","0.884","3.35","-7.33","14.01","51","38","13","0.745","1.98","-4.31","49","44","5","0.898","0.76","-0.96","81","77","4","0.951","0.61","-1.84","10","15","36.61","22.55"
"84","Anton Forsberg","CBJ","5","199.73333333333","112","99","13","0.884","3.91","-4.35","9.24","33","24","9","0.727","2.70","-3.38","35","33","2","0.943","0.60","0.88","42","40","2","0.952","0.60","-0.88","4","13","33.42","20.85"
"61","Kevin Poulin","NYI","1","46","17","15","2","0.882","2.61","-0.69","1.43","9","8","1","0.889","1.30","0.53","3","2","1","0.667","1.30","-0.75","5","5","0","1.000","0.00","0.13","1","1","35.59","21.50"
"56","Jacob Markstrom","VAN","3","70.65","31","27","4","0.871","3.40","-1.61","3","10","6","4","0.600","3.40","-2.30","5","5","0","1.000","0.00","0.41","16","16","0","1.000","0.00","0.43","2","9","34.97","18.50"
"49","Michal Neuvirth","NYI","5","241.51666666667","106","92","14","0.868","3.48","-5.81","7.64","28","20","8","0.714","1.99","-3.23","37","32","5","0.865","1.24","-1.95","37","36","1","0.973","0.25","-0.01","7","7","33.10","23.21"
"14","Mike McKenna","ARI","1","53.7","29","25","4","0.862","4.47","-1.76","1.78","10","7","3","0.700","3.35","-1.30","5","4","1","0.800","1.12","-0.59","11","11","0","1.000","0.00","0.29","1","1","37.62","15.25"
"73","Jussi Rynnas","DAL","2","72.366666666667","36","31","5","0.861","4.15","-2.22","2.96","15","12","3","0.800","2.49","-0.44","5","4","1","0.800","0.83","-0.59","15","14","1","0.933","0.83","-0.60","0","6","33.22","23.00"
"53","John Curry","MIN","2","53.8","20","17","3","0.850","3.35","-1.46","1.18","4","2","2","0.500","2.23","-1.32","7","6","1","0.857","1.12","-0.42","9","9","0","1.000","0.00","0.24","0","4","38.30","21.00"
"77","Tyler Bunz","EDM","1","20","12","9","3","0.750","9.00","-2.07","0.92","3","2","1","0.667","3.00","-0.49","4","3","1","0.750","3.00","-0.67","5","4","1","0.800","3.00","-0.87","0","2","31.83","34.00"
"88","Malcolm Subban","BOS","1","22.083333333333","4","3","1","0.750","2.72","-0.69","0.42","1","1","0","1.000","0.00","0.17","2","1","1","0.500","2.72","-0.84","1","1","0","1.000","0.00","0.03","1","0","36.00","31.00"
