"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"44","Jaroslav Halak","STL","46","2121.9333333333","911","853","58","0.936","1.64","13.32","69.51","242","207","35","0.855","0.99","7.06","258","246","12","0.953","0.34","7.96","373","363","10","0.973","0.28","0.36","36","68","33.55","23.09"
"49","Cory Schneider","VAN","33","1400.05","710","663","47","0.934","2.01","8.58","50.84","206","179","27","0.869","1.16","8.81","194","182","12","0.938","0.51","3.01","291","283","8","0.973","0.34","0.08","31","56","34.27","21.02"
"57","Jonathan Quick","L.A","69","3119.85","1378","1286","92","0.933","1.77","15.88","104.68","320","268","52","0.838","1.00","3.62","359","336","23","0.936","0.44","4.78","639","622","17","0.973","0.33","0.75","64","127","35.94","21.32"
"29","Henrik Lundqvist","NYR","62","2935.5833333333","1376","1283","93","0.932","1.90","14.72","111.81","402","349","53","0.868","1.08","16.88","357","331","26","0.927","0.53","1.62","570","556","14","0.975","0.29","1.83","46","102","33.66","21.39"
"43","Jimmy Howard","DET","57","2610.25","1133","1056","77","0.932","1.77","11.70","81.26","299","258","41","0.863","0.94","10.97","293","270","23","0.922","0.53","-0.33","484","471","13","0.973","0.30","0.44","50","74","35.57","22.23"
"51","Thomas Greiss","S.J","19","827.43333333333","366","341","25","0.932","1.81","3.65","22.11","82","69","13","0.841","0.94","1.25","83","79","4","0.952","0.29","2.42","185","177","8","0.957","0.58","-2.86","18","19","37.75","24.44"
"60","Niklas Backstrom","MIN","46","1999.1666666667","981","913","68","0.931","2.04","8.80","68.35","232","187","45","0.806","1.35","-4.67","244","234","10","0.959","0.30","8.88","469","457","12","0.974","0.36","1.03","38","98","37.23","20.25"
"3","Jose Theodore","FLA","53","2374.1333333333","1162","1081","81","0.930","2.05","9.97","84.37","294","248","46","0.844","1.16","5.10","282","264","18","0.936","0.45","3.82","546","529","17","0.969","0.43","-1.84","44","125","34.92","22.98"
"17","Roberto Luongo","VAN","55","2430.8333333333","1201","1117","84","0.930","2.07","10.02","87.64","333","279","54","0.838","1.33","3.88","284","266","18","0.937","0.44","3.97","529","517","12","0.977","0.30","2.69","41","110","35.79","23.60"
"8","Tomas Vokoun","WSH","48","2084.9","1034","961","73","0.929","2.10","7.95","73.73","247","200","47","0.810","1.35","-4.07","256","239","17","0.934","0.49","2.81","486","477","9","0.981","0.26","4.50","51","82","36.68","20.63"
"13","Miikka Kiprusoff","CGY","70","3252.05","1615","1501","114","0.929","2.10","12.43","114.77","394","335","59","0.850","1.09","9.49","403","368","35","0.913","0.65","-3.82","754","734","20","0.973","0.37","0.94","80","144","36.32","25.20"
"64","Jhonas Enroth","BUF","26","1093.3666666667","575","534","41","0.929","2.25","4.01","41.66","142","118","24","0.831","1.32","0.68","134","125","9","0.933","0.49","1.37","282","274","8","0.972","0.44","-0.17","44","39","37.21","23.17"
"71","Antti Niemi","S.J","68","3145.8166666667","1496","1389","107","0.928","2.04","10.11","107.78","376","317","59","0.843","1.13","6.36","364","336","28","0.923","0.53","0.16","683","664","19","0.972","0.36","-0.03","81","114","36.39","23.33"
"35","Joey MacDonald","DET","14","617.88333333333","248","230","18","0.927","1.75","1.41","18.71","67","51","16","0.761","1.55","-4.35","51","50","1","0.980","0.10","2.95","117","116","1","0.991","0.10","2.25","15","13","36.64","12.78"
"53","Pekka Rinne","NSH","73","3388.25","1747","1620","127","0.927","2.25","9.76","117.44","374","296","78","0.791","1.38","-12.99","472","439","33","0.930","0.58","3.52","835","819","16","0.981","0.28","7.19","74","107","35.88","19.25"
"55","Tuukka Rask","BOS","23","1049.35","493","457","36","0.927","2.06","2.59","33.38","125","110","15","0.880","0.86","6.73","152","137","15","0.901","0.86","-3.24","193","187","6","0.969","0.34","-0.64","32","31","37.11","27.89"
"70","Allen York","CBJ","11","305.31666666667","150","139","11","0.927","2.16","0.74","10.43","31","24","7","0.774","1.38","-1.61","34","34","0","1.000","0.00","2.63","78","74","4","0.949","0.79","-1.83","7","8","34.74","20.00"
"73","Braden Holtby","WSH","7","293.33333333333","151","140","11","0.927","2.25","0.82","11.18","41","35","6","0.854","1.23","1.13","31","28","3","0.903","0.61","-0.60","73","72","1","0.986","0.20","1.03","7","11","37.47","27.36"
"31","Peter Budaj","MTL","17","780.9","393","364","29","0.926","2.23","1.77","28.5","100","81","19","0.810","1.46","-1.62","97","90","7","0.928","0.54","0.51","186","183","3","0.984","0.23","2.17","22","28","36.31","27.24"
"36","Jeff Deslauriers","ANA","4","197.76666666667","94","87","7","0.926","2.12","0.36","7.81","34","30","4","0.882","1.21","1.91","16","14","2","0.875","0.61","-0.76","39","38","1","0.974","0.30","0.08","6","8","33.91","23.57"
"48","Devan Dubnyk","EDM","47","2105.8333333333","1084","1004","80","0.926","2.28","4.86","86.71","313","272","41","0.869","1.17","13.41","292","268","24","0.918","0.68","-1.41","451","436","15","0.967","0.43","-2.47","49","107","34.30","24.38"
"68","Richard Bachman","DAL","18","745.03333333333","377","349","28","0.926","2.25","1.51","28.45","100","85","15","0.850","1.21","2.38","95","89","6","0.937","0.48","1.35","174","167","7","0.960","0.56","-2.17","21","37","35.47","24.32"
"82","Matt Hackett","MIN","12","439.41666666667","242","224","18","0.926","2.46","0.94","17.39","53","43","10","0.811","1.37","-0.79","65","59","6","0.908","0.82","-0.97","120","118","2","0.983","0.27","1.33","7","25","36.51","22.78"
"5","Tim Thomas","BOS","59","2644.5833333333","1293","1196","97","0.925","2.20","4.22","83.43","302","248","54","0.821","1.23","-1.51","334","309","25","0.925","0.57","0.84","583","565","18","0.969","0.41","-1.81","47","94","39.16","25.93"
"6","Johan Hedberg","N.J","27","1227.1333333333","534","494","40","0.925","1.96","1.80","37.9","148","122","26","0.824","1.27","-0.27","130","120","10","0.923","0.49","0.06","234","230","4","0.983","0.20","2.50","33","42","37.19","25.75"
"10","Jean-Sebastien Giguere","COL","32","1462.7166666667","690","638","52","0.925","2.13","2.02","49.03","172","141","31","0.820","1.27","-1.10","161","146","15","0.907","0.62","-2.54","339","333","6","0.982","0.25","3.42","32","56","35.64","23.46"
"24","Ryan Miller","BUF","61","2826.25","1395","1290","105","0.925","2.23","4.21","102.2","372","315","57","0.847","1.21","7.66","373","345","28","0.925","0.59","0.86","597","577","20","0.966","0.42","-3.42","85","103","36.15","24.40"
"37","Kari Lehtonen","DAL","59","2686.0166666667","1274","1179","95","0.925","2.12","4.73","91.07","290","237","53","0.817","1.18","-2.59","330","305","25","0.924","0.56","0.53","599","582","17","0.972","0.38","-0.36","64","121","37.18","22.00"
"66","Semyon Varlamov","COL","53","2500.9166666667","1251","1157","94","0.925","2.26","3.93","94.69","359","292","67","0.813","1.61","-4.60","273","259","14","0.949","0.34","7.12","568","555","13","0.977","0.31","2.78","41","139","35.95","22.16"
"18","Scott Clemmensen","FLA","30","1266.2166666667","622","575","47","0.924","2.23","1.69","42.22","139","118","21","0.849","1.00","3.16","182","169","13","0.929","0.62","1.08","286","274","12","0.958","0.57","-4.06","25","58","35.89","29.68"
"25","Curtis Sanford","CBJ","36","1510.1166666667","738","682","56","0.924","2.22","1.77","50.34","177","141","36","0.797","1.43","-5.23","183","176","7","0.962","0.28","7.16","357","344","13","0.964","0.52","-3.08","30","44","35.74","23.05"
"72","Jacob Markstrom","FLA","7","312.46666666667","168","155","13","0.923","2.50","0.15","11.23","45","38","7","0.844","1.34","0.82","37","33","4","0.892","0.77","-1.14","82","80","2","0.976","0.38","0.28","7","11","35.79","22.38"
"22","Craig Anderson","OTT","63","2716.1166666667","1427","1316","111","0.922","2.45","0.71","104.34","393","329","64","0.837","1.41","4.31","343","311","32","0.907","0.71","-5.46","649","636","13","0.980","0.29","5.03","55","100","35.30","21.93"
"54","Carey Price","MTL","65","2985.7333333333","1467","1352","115","0.922","2.31","-0.16","104.63","395","330","65","0.835","1.31","3.66","340","305","35","0.897","0.70","-8.69","673","659","14","0.979","0.28","4.69","66","117","35.78","22.41"
"39","Josh Harding","MIN","34","1424.8166666667","755","695","60","0.921","2.53","-0.90","54.28","198","157","41","0.793","1.73","-6.58","174","163","11","0.937","0.46","2.46","360","352","8","0.978","0.34","2.00","24","73","35.35","19.48"
"40","Cam Ward","CAR","68","3121.2666666667","1681","1548","133","0.921","2.56","-1.40","135.28","475","386","89","0.813","1.71","-6.44","397","374","23","0.942","0.44","7.72","760","739","21","0.972","0.40","0.11","77","191","35.27","20.67"
"56","Ondrej Pavelec","WPG","68","3096.6666666667","1573","1449","124","0.921","2.40","-0.86","120.24","430","357","73","0.830","1.41","1.74","412","376","36","0.913","0.70","-4.12","669","654","15","0.978","0.29","3.58","69","128","35.46","21.78"
"27","Ilya Bryzgalov","PHI","59","2562.1666666667","1206","1110","96","0.920","2.25","-1.59","93.61","320","261","59","0.816","1.38","-3.38","293","270","23","0.922","0.54","-0.33","533","519","14","0.974","0.33","0.80","58","116","35.63","19.75"
"28","Dan Ellis","ANA","10","321.45","150","138","12","0.920","2.24","-0.26","10.78","39","33","6","0.846","1.12","0.78","30","27","3","0.900","0.56","-0.68","73","70","3","0.959","0.56","-0.97","5","13","36.99","23.25"
"63","James Reimer","TOR","34","1478.7833333333","763","701","62","0.919","2.52","-2.27","55.96","190","157","33","0.826","1.34","0.03","206","182","24","0.883","0.97","-8.06","349","344","5","0.986","0.20","4.69","31","60","35.58","21.79"
"7","Evgeni Nabokov","NYI","42","1940.15","933","856","77","0.917","2.38","-3.96","76.12","263","217","46","0.825","1.42","-0.29","240","221","19","0.921","0.59","-0.43","393","381","12","0.969","0.37","-1.08","38","82","35.54","23.96"
"84","Henrik Karlsson","CGY","9","359.45","168","154","14","0.917","2.34","-0.85","12.66","49","43","6","0.878","1.00","2.52","37","35","2","0.946","0.33","0.86","79","73","6","0.924","1.00","-3.81","10","13","32.96","28.29"
"69","Jonas Hiller","ANA","73","3358.9666666667","1603","1468","135","0.916","2.41","-9.51","129.49","484","406","78","0.839","1.39","6.13","405","368","37","0.909","0.66","-5.66","651","631","20","0.969","0.36","-1.92","77","165","32.68","23.92"
"2","Nikolai Khabibulin","EDM","40","1735.2166666667","846","774","72","0.915","2.49","-5.77","67.94","260","217","43","0.835","1.49","2.19","217","203","14","0.935","0.48","2.79","340","325","15","0.956","0.52","-5.56","44","78","34.14","21.28"
"41","Marc-Andre Fleury","PIT","67","3019.5666666667","1373","1256","117","0.915","2.32","-9.52","104.09","403","325","78","0.806","1.55","-7.95","346","321","25","0.928","0.50","1.77","566","553","13","0.977","0.26","2.72","55","126","34.99","23.30"
"42","Corey Crawford","CHI","57","2537.3333333333","1182","1081","101","0.915","2.39","-8.47","88.52","359","293","66","0.816","1.56","-3.60","295","276","19","0.936","0.45","3.82","493","478","15","0.970","0.35","-1.31","43","86","32.85","19.65"
"77","Anders Lindback","NSH","16","615.91666666667","272","249","23","0.915","2.24","-1.71","22.85","83","71","12","0.855","1.17","2.43","64","58","6","0.906","0.58","-1.05","114","109","5","0.956","0.49","-1.83","10","27","32.24","23.48"
"67","Michal Neuvirth","WSH","38","1571.7166666667","738","674","64","0.913","2.44","-6.23","49.47","176","142","34","0.807","1.30","-3.41","221","203","18","0.919","0.69","-0.90","307","296","11","0.964","0.42","-2.47","27","37","35.97","23.64"
"75","Kevin Poulin","NYI","6","243.63333333333","126","115","11","0.913","2.71","-1.14","10.15","39","33","6","0.846","1.48","0.78","27","25","2","0.926","0.49","0.09","53","50","3","0.943","0.74","-1.53","2","14","36.89","22.64"
"62","Steve Mason","CBJ","46","1992.05","1080","985","95","0.912","2.86","-10.45","71.46","263","204","59","0.776","1.78","-13.29","261","238","23","0.912","0.69","-2.81","520","507","13","0.975","0.39","1.44","45","84","35.28","20.28"
"87","Sergei Bobrovsky","PHI","29","1135.5166666667","557","508","49","0.912","2.59","-5.40","46.09","148","123","25","0.831","1.32","0.73","160","141","19","0.881","1.00","-6.62","234","229","5","0.979","0.26","1.50","27","65","34.39","19.84"
"30","Ty Conklin","DET","15","646.36666666667","302","275","27","0.911","2.51","-3.36","21.9","86","66","20","0.767","1.86","-5.05","76","72","4","0.947","0.37","1.88","124","121","3","0.976","0.28","0.44","15","18","35.66","17.96"
"58","Ben Bishop","OTT","10","410.01666666667","180","164","16","0.911","2.34","-1.91","11.29","45","37","8","0.822","1.17","-0.18","34","28","6","0.824","0.88","-3.37","99","97","2","0.980","0.29","0.75","6","10","35.94","22.88"
"80","Anders Nilsson","NYI","4","168.11666666667","90","82","8","0.911","2.86","-0.95","7.38","30","26","4","0.867","1.43","1.21","24","23","1","0.958","0.36","0.86","33","30","3","0.909","1.07","-2.08","6","10","31.22","27.13"
"1","Martin Brodeur","N.J","59","2710.65","1169","1064","105","0.910","2.32","-13.49","82.7","277","216","61","0.780","1.35","-12.85","322","294","28","0.913","0.62","-3.09","531","515","16","0.970","0.35","-1.25","43","82","36.66","21.17"
"11","Martin Biron","NYR","21","949.83333333333","398","362","36","0.910","2.27","-4.84","32.12","115","95","20","0.826","1.26","-0.01","100","91","9","0.910","0.57","-1.26","169","162","7","0.959","0.44","-2.31","16","50","34.66","22.61"
"74","Dustin Tokarski","T.B","5","203.91666666667","100","91","9","0.910","2.65","-1.17","7.79","32","25","7","0.781","2.06","-1.44","29","27","2","0.931","0.59","0.24","35","35","0","1.000","0.00","0.97","6","6","33.94","17.00"
"16","Mathieu Garon","T.B","48","1972.5333333333","925","841","84","0.909","2.56","-11.59","69.43","254","204","50","0.803","1.52","-5.85","262","237","25","0.905","0.76","-4.73","377","368","9","0.976","0.27","1.47","41","76","35.49","23.50"
"33","Drew MacIntyre","BUF","2","33.483333333333","11","10","1","0.909","1.79","-0.14","0.47","4","3","1","0.750","1.79","-0.30","1","1","0","1.000","0.00","0.08","5","5","0","1.000","0.00","0.14","0","0","36.27","8.00"
"86","Ben Scrivens","TOR","12","543.66666666667","284","258","26","0.908","2.87","-3.77","24.13","84","73","11","0.869","1.21","3.60","69","60","9","0.870","0.99","-3.66","123","117","6","0.951","0.66","-2.58","16","36","33.22","24.65"
"21","Alex Auld","OTT","14","478.41666666667","216","196","20","0.907","2.51","-3.09","17.58","52","39","13","0.750","1.63","-3.96","60","57","3","0.950","0.38","1.64","98","94","4","0.959","0.50","-1.28","10","27","34.99","20.15"
"26","Rick DiPietro","NYI","7","288.01666666667","140","127","13","0.907","2.71","-2.04","11.22","38","29","9","0.763","1.87","-2.39","31","28","3","0.903","0.62","-0.60","63","62","1","0.984","0.21","0.75","4","17","37.25","22.00"
"19","Jason LaBarbera","PHX","19","786.46666666667","372","337","35","0.906","2.67","-5.88","28.85","82","64","18","0.780","1.37","-3.75","94","86","8","0.915","0.61","-0.73","183","174","9","0.951","0.69","-3.92","20","38","37.47","24.03"
"65","Jonathan Bernier","L.A","16","681.93333333333","278","252","26","0.906","2.29","-4.24","20.82","69","52","17","0.754","1.50","-5.01","70","62","8","0.886","0.70","-2.58","127","126","1","0.992","0.09","2.53","18","24","35.05","17.62"
"14","Chris Mason","WPG","20","778.75","316","286","30","0.905","2.31","-5.26","26.35","84","67","17","0.798","1.31","-2.40","79","74","5","0.937","0.39","1.11","143","135","8","0.944","0.62","-4.03","19","32","35.88","22.47"
"83","Jonas Gustavsson","TOR","42","1873.9666666667","915","828","87","0.905","2.79","-15.37","71.05","259","215","44","0.830","1.41","1.02","243","211","32","0.868","1.02","-13.20","379","368","11","0.971","0.35","-0.47","41","66","34.68","22.85"
"61","Leland Irving","CGY","7","308.03333333333","185","167","18","0.903","3.51","-3.52","13.38","42","32","10","0.762","1.95","-2.70","62","58","4","0.935","0.78","0.80","72","68","4","0.944","0.78","-2.00","9","17","35.39","23.83"
"9","Dwayne Roloson","T.B","40","1645.65","827","744","83","0.900","3.03","-18.26","62.73","236","185","51","0.784","1.86","-9.98","244","225","19","0.922","0.69","-0.12","314","301","13","0.959","0.47","-4.28","42","78","34.82","23.11"
"12","Brian Boucher","CAR","10","434.6","200","180","20","0.900","2.76","-4.34","15.76","51","40","11","0.784","1.52","-2.14","61","55","6","0.902","0.83","-1.28","83","80","3","0.964","0.41","-0.69","13","15","33.98","21.75"
"47","Al Montoya","NYI","31","1366.0333333333","651","586","65","0.900","2.85","-14.04","52.22","205","168","37","0.820","1.63","-1.37","168","151","17","0.899","0.75","-4.00","248","238","10","0.960","0.44","-3.11","44","48","34.97","27.26"
"32","Ray Emery","CHI","34","1426.0666666667","643","578","65","0.899","2.73","-14.66","50.99","199","163","36","0.819","1.51","-1.41","166","148","18","0.892","0.76","-5.16","248","237","11","0.956","0.46","-4.11","36","58","31.39","22.14"
"20","Andrew Raycroft","DAL","10","430.56666666667","242","215","27","0.888","3.76","-8.06","15.85","48","36","12","0.750","1.67","-3.66","63","56","7","0.889","0.98","-2.13","123","115","8","0.935","1.11","-4.58","13","24","37.98","28.37"
"15","Brent Johnson","PIT","16","638.95","283","251","32","0.887","3.00","-9.85","23.3","100","76","24","0.760","2.25","-6.62","54","49","5","0.907","0.47","-0.82","115","112","3","0.974","0.28","0.19","10","29","34.71","17.19"
"79","Brad Thiessen","PIT","5","205.75","81","71","10","0.877","2.92","-3.66","5.9","18","12","6","0.667","1.75","-2.87","22","18","4","0.818","1.17","-2.30","38","38","0","1.000","0.00","1.06","4","4","35.72","16.60"
"4","Marty Turco","BOS","5","222.13333333333","88","77","11","0.875","2.97","-4.11","7.5","24","16","8","0.667","2.16","-3.83","22","19","3","0.864","0.81","-1.30","41","41","0","1.000","0.00","1.14","4","5","34.22","19.45"
"23","Sebastien Caron","T.B","3","97.683333333333","47","41","6","0.872","3.69","-2.32","3.33","9","6","3","0.667","1.84","-1.44","19","18","1","0.947","0.61","0.47","19","17","2","0.895","1.23","-1.47","2","6","35.70","48.00"
"85","Jussi Rynnas","TOR","2","79.566666666667","30","26","4","0.867","3.02","-1.65","2.41","6","4","2","0.667","1.51","-0.96","12","10","2","0.833","1.51","-1.07","9","9","0","1.000","0.00","0.25","4","1","41.97","24.25"
"88","Iiro Tarkki","ANA","1","29","9","7","2","0.778","4.14","-1.30","0.82","1","1","0","1.000","0.00","0.17","4","4","0","1.000","0.00","0.31","4","2","2","0.500","4.14","-1.89","0","0","28.44","28.00"
"89","Shawn Hunwick","CBJ","1","2.55","0","0","0","-","0.00","0.00","0","0","0","0","-","0.00","0.00","0","0","0","-","0.00","0.00","0","0","0","-","0.00","0.00","0","0","-","-"
